,date,manner_of_death,age,city,state,threat_level,flee,body_camera,poverty_rate,Median Income_x,percent_completed_hs_x,gender_M,race_B,race_H,race_N,race_P,race_W,armed_unarmed,armed_undetermined,signs_of_mental_illness_True,Age_range_20 - 35,Age_range_36 - 49,Age_range_50 - 64,Age_range_Over 65,Age_range_Under 12,daysofweek_Monday,daysofweek_Saturday,daysofweek_Sunday,daysofweek_Thursday,daysofweek_Tuesday,daysofweek_Wednesday,month_August,month_December,month_February,month_January,month_July,month_June,month_March,month_May,month_November,month_October,month_September,year_2014,year_2015,year_2016,year_2017,year_2018,refined_cities,Geographic Area,City_x,Median Income_y,city_refind,City_y,share_white,share_black,share_native_american,share_asian,share_hispanic,sum,City,percent_completed_hs_y
2266,2016-07-10,shot,38,houston,TX,no_attack,Not fleeing,True,19.92,51601.09,75.69,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,houston,TX,houston city,46187,houston,Houston city,0,0.19,0.01,0.05,0.35,124.7,Houston city,76.7
2382,2016-05-29,shot,25,houston,TX,attack,Not fleeing,False,19.92,51601.09,75.69,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,houston,TX,houston city,46187,houston,Houston city,0,0.19,0.01,0.05,0.35,124.7,Houston city,76.7
2459,2016-04-28,shot,24,houston,TX,no_attack,fleeing,False,19.92,51601.09,75.69,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,houston,TX,houston city,46187,houston,Houston city,0,0.19,0.01,0.05,0.35,124.7,Houston city,76.7
2569,2016-03-17,shot,29,houston,TX,attack,,False,19.92,51601.09,75.69,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,houston,TX,houston city,46187,houston,Houston city,0,0.19,0.01,0.05,0.35,124.7,Houston city,76.7
2570,2016-03-17,shot,30,houston,TX,attack,Not fleeing,False,19.92,51601.09,75.69,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,houston,TX,houston city,46187,houston,Houston city,0,0.19,0.01,0.05,0.35,124.7,Houston city,76.7
2585,2016-03-12,shot and Tasered,37,houston,TX,no_attack,fleeing,False,19.92,51601.09,75.69,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,houston,TX,houston city,46187,houston,Houston city,0,0.19,0.01,0.05,0.35,124.7,Houston city,76.7
2586,2016-03-12,shot and Tasered,20,houston,TX,attack,Not fleeing,False,19.92,51601.09,75.69,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,houston,TX,houston city,46187,houston,Houston city,0,0.19,0.01,0.05,0.35,124.7,Houston city,76.7
2634,2016-02-23,shot and Tasered,39,houston,TX,attack,Not fleeing,False,19.92,51601.09,75.69,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,houston,TX,houston city,46187,houston,Houston city,0,0.19,0.01,0.05,0.35,124.7,Houston city,76.7
2941,2015-11-04,shot,57,houston,TX,attack,fleeing,False,19.92,51601.09,75.69,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,houston,TX,houston city,46187,houston,Houston city,0,0.19,0.01,0.05,0.35,124.7,Houston city,76.7
2954,2015-10-30,shot,25,houston,TX,no_attack,fleeing,False,19.92,51601.09,75.69,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,houston,TX,houston city,46187,houston,Houston city,0,0.19,0.01,0.05,0.35,124.7,Houston city,76.7
2956,2015-10-30,shot,24,houston,TX,attack,Not fleeing,False,19.92,51601.09,75.69,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,houston,TX,houston city,46187,houston,Houston city,0,0.19,0.01,0.05,0.35,124.7,Houston city,76.7
2995,2015-10-16,shot,27,houston,TX,attack,Not fleeing,False,19.92,51601.09,75.69,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,houston,TX,houston city,46187,houston,Houston city,0,0.19,0.01,0.05,0.35,124.7,Houston city,76.7
3002,2015-10-15,shot,20,houston,TX,attack,Not fleeing,False,19.92,51601.09,75.69,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,houston,TX,houston city,46187,houston,Houston city,0,0.19,0.01,0.05,0.35,124.7,Houston city,76.7
3158,2015-08-17,shot,35,houston,TX,attack,Not fleeing,False,19.92,51601.09,75.69,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,houston,TX,houston city,46187,houston,Houston city,0,0.19,0.01,0.05,0.35,124.7,Houston city,76.7
3207,2015-08-02,shot,63,houston,TX,no_attack,Not fleeing,False,19.92,51601.09,75.69,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,houston,TX,houston city,46187,houston,Houston city,0,0.19,0.01,0.05,0.35,124.7,Houston city,76.7
3284,2015-07-07,shot,18,houston,TX,attack,Not fleeing,False,19.92,51601.09,75.69,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,houston,TX,houston city,46187,houston,Houston city,0,0.19,0.01,0.05,0.35,124.7,Houston city,76.7
3333,2015-06-21,shot,49,houston,TX,no_attack,Not fleeing,False,19.92,51601.09,75.69,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,houston,TX,houston city,46187,houston,Houston city,0,0.19,0.01,0.05,0.35,124.7,Houston city,76.7
3500,2015-04-15,shot,41,houston,TX,no_attack,fleeing,False,19.92,51601.09,75.69,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,houston,TX,houston city,46187,houston,Houston city,0,0.19,0.01,0.05,0.35,124.7,Houston city,76.7
3631,2015-03-01,shot,34,houston,TX,attack,Not fleeing,False,19.92,51601.09,75.69,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,houston,TX,houston city,46187,houston,Houston city,0,0.19,0.01,0.05,0.35,124.7,Houston city,76.7
3661,2015-02-20,shot,33,houston,TX,attack,fleeing,False,19.92,51601.09,75.69,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,houston,TX,houston city,46187,houston,Houston city,0,0.19,0.01,0.05,0.35,124.7,Houston city,76.7
3710,2015-01-31,shot,31,houston,TX,attack,Not fleeing,False,19.92,51601.09,75.69,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,houston,TX,houston city,46187,houston,Houston city,0,0.19,0.01,0.05,0.35,124.7,Houston city,76.7
3869,2014-12-01,Gunshot,34,houston,TX,,,,19.92,51601.09,75.69,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,houston,TX,houston city,46187,houston,Houston city,0,0.19,0.01,0.05,0.35,124.7,Houston city,76.7
4015,2014-10-07,Gunshot,36,houston,TX,,,,19.92,51601.09,75.69,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,houston,TX,houston city,46187,houston,Houston city,0,0.19,0.01,0.05,0.35,124.7,Houston city,76.7
4026,2014-10-01,Gunshot,34,houston,TX,,,,19.92,51601.09,75.69,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,houston,TX,houston city,46187,houston,Houston city,0,0.19,0.01,0.05,0.35,124.7,Houston city,76.7
4157,2014-08-13,Gunshot,30,houston,TX,,,,19.92,51601.09,75.69,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,houston,TX,houston city,46187,houston,Houston city,0,0.19,0.01,0.05,0.35,124.7,Houston city,76.7
4158,2014-08-13,Gunshot,40,houston,TX,,,,19.92,51601.09,75.69,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,houston,TX,houston city,46187,houston,Houston city,0,0.19,0.01,0.05,0.35,124.7,Houston city,76.7
4193,2014-08-03,Gunshot,49,houston,TX,,,,19.92,51601.09,75.69,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,houston,TX,houston city,46187,houston,Houston city,0,0.19,0.01,0.05,0.35,124.7,Houston city,76.7
4592,2014-03-17,Gunshot,26,houston,TX,,,,19.92,51601.09,75.69,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,houston,TX,houston city,46187,houston,Houston city,0,0.19,0.01,0.05,0.35,124.7,Houston city,76.7
4661,2014-02-17,Gunshot,17,houston,TX,,,,19.92,51601.09,75.69,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,houston,TX,houston city,46187,houston,Houston city,0,0.19,0.01,0.05,0.35,124.7,Houston city,76.7
4681,2014-02-10,Gunshot,20,houston,TX,,,,19.92,51601.09,75.69,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,houston,TX,houston city,46187,houston,Houston city,0,0.19,0.01,0.05,0.35,124.7,Houston city,76.7
4736,2014-01-16,Gunshot,26,houston,TX,,,,19.92,51601.09,75.69,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,houston,TX,houston city,46187,houston,Houston city,0,0.19,0.01,0.05,0.35,124.7,Houston city,76.7
4789,2013-12-28,Gunshot,37,houston,TX,,,,19.92,51601.09,75.69,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,houston,TX,houston city,46187,houston,Houston city,0,0.19,0.01,0.05,0.35,124.7,Houston city,76.7
4895,2013-11-13,Gunshot,17,houston,TX,,,,19.92,51601.09,75.69,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,houston,TX,houston city,46187,houston,Houston city,0,0.19,0.01,0.05,0.35,124.7,Houston city,76.7
4924,2013-10-29,Gunshot,25,houston,TX,,,,19.92,51601.09,75.69,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,houston,TX,houston city,46187,houston,Houston city,0,0.19,0.01,0.05,0.35,124.7,Houston city,76.7
4954,2013-10-24,Gunshot,22,houston,TX,,,,19.92,51601.09,75.69,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,houston,TX,houston city,46187,houston,Houston city,0,0.19,0.01,0.05,0.35,124.7,Houston city,76.7
5022,2013-09-25,Gunshot,45,houston,TX,,,,19.92,51601.09,75.69,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,houston,TX,houston city,46187,houston,Houston city,0,0.19,0.01,0.05,0.35,124.7,Houston city,76.7
5037,2013-09-18,Gunshot,20,houston,TX,,,,19.92,51601.09,75.69,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,houston,TX,houston city,46187,houston,Houston city,0,0.19,0.01,0.05,0.35,124.7,Houston city,76.7
5069,2013-09-05,Gunshot,29,houston,TX,,,,19.92,51601.09,75.69,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,houston,TX,houston city,46187,houston,Houston city,0,0.19,0.01,0.05,0.35,124.7,Houston city,76.7
5081,2013-09-01,Gunshot,28,houston,TX,,,,19.92,51601.09,75.69,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,houston,TX,houston city,46187,houston,Houston city,0,0.19,0.01,0.05,0.35,124.7,Houston city,76.7
5280,2013-06-23,Gunshot,26,houston,TX,,,,19.92,51601.09,75.69,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,houston,TX,houston city,46187,houston,Houston city,0,0.19,0.01,0.05,0.35,124.7,Houston city,76.7
5434,2013-05-02,Gunshot,29,houston,TX,,,,19.92,51601.09,75.69,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,houston,TX,houston city,46187,houston,Houston city,0,0.19,0.01,0.05,0.35,124.7,Houston city,76.7
5525,2013-03-18,Gunshot,33,houston,TX,,,,19.92,51601.09,75.69,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,houston,TX,houston city,46187,houston,Houston city,0,0.19,0.01,0.05,0.35,124.7,Houston city,76.7
5550,2013-03-09,Gunshot,19,houston,TX,,,,19.92,51601.09,75.69,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,houston,TX,houston city,46187,houston,Houston city,0,0.19,0.01,0.05,0.35,124.7,Houston city,76.7
5577,2013-02-28,Gunshot,46,houston,TX,,,,19.92,51601.09,75.69,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,houston,TX,houston city,46187,houston,Houston city,0,0.19,0.01,0.05,0.35,124.7,Houston city,76.7
5609,2013-02-13,Gunshot,34,houston,TX,,,,19.92,51601.09,75.69,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,houston,TX,houston city,46187,houston,Houston city,0,0.19,0.01,0.05,0.35,124.7,Houston city,76.7
5156,2013-08-07,Gunshot,46,huntington,TX,,,,19.92,51601.09,75.69,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,huntington,TX,huntington city,39559,huntington,Huntington city,0.01,0.06,0,0,0.04,100.8,Huntington city,79.4
3023,2015-10-05,shot,51,hurst,TX,attack,fleeing,False,19.92,51601.09,75.69,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,hurst,TX,hurst city,53788,hurst,Hurst city,0.01,0.05,0.01,0.02,0.18,109.6,Hurst city,85.5
3348,2015-06-13,shot,35,hutchins,TX,attack,Not fleeing,False,19.92,51601.09,75.69,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,hutchins,TX,hutchins city,36403,hutchins,Hutchins city,0,0.33,0.01,0,0.29,120.3,Hutchins city,72.2
813,2018-01-22,shot,28,irving,TX,no_attack,fleeing,False,19.92,51601.09,75.69,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,irving,TX,irving city,52154,irving,Irving city,0,0.1,0.01,0.12,0.34,121.4,Irving city,79.7
1500,2017-05-02,shot and Tasered,48,irving,TX,attack,Not fleeing,False,19.92,51601.09,75.69,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,irving,TX,irving city,52154,irving,Irving city,0,0.1,0.01,0.12,0.34,121.4,Irving city,79.7
1734,2017-02-03,shot,45,irving,TX,no_attack,Not fleeing,False,19.92,51601.09,75.69,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,irving,TX,irving city,52154,irving,Irving city,0,0.1,0.01,0.12,0.34,121.4,Irving city,79.7
2713,2016-01-29,shot,29,irving,TX,no_attack,Not fleeing,False,19.92,51601.09,75.69,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,irving,TX,irving city,52154,irving,Irving city,0,0.1,0.01,0.12,0.34,121.4,Irving city,79.7
2856,2015-12-05,shot,24,irving,TX,attack,fleeing,False,19.92,51601.09,75.69,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,irving,TX,irving city,52154,irving,Irving city,0,0.1,0.01,0.12,0.34,121.4,Irving city,79.7
3929,2014-11-09,Gunshot,34,irving,TX,,,,19.92,51601.09,75.69,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,irving,TX,irving city,52154,irving,Irving city,0,0.1,0.01,0.12,0.34,121.4,Irving city,79.7
5289,2013-06-19,Gunshot,44,irving,TX,,,,19.92,51601.09,75.69,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,irving,TX,irving city,52154,irving,Irving city,0,0.1,0.01,0.12,0.34,121.4,Irving city,79.7
3761,2015-01-13,shot,43,jourdanton,TX,no_attack,Not fleeing,False,19.92,51601.09,75.69,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,jourdanton,TX,jourdanton city,54375,jourdanton,Jourdanton city,0,0,0,0,0.38,143.39999999999998,Jourdanton city,75.8
1495,2017-05-04,shot,54,katy,TX,no_attack,Not fleeing,False,19.92,51601.09,75.69,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,katy,TX,katy city,70526,katy,Katy city,0.01,0.05,0.01,0.01,0.25,116.49999999999999,Katy city,84.1
2732,2016-01-20,shot,37,kerrville,TX,no_attack,fleeing,False,19.92,51601.09,75.69,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,kerrville,TX,kerrville city,39206,kerrville,Kerrville city,0.01,0.03,0.01,0.01,0.23,118.29999999999998,Kerrville city,85.7
3161,2015-08-16,shot,47,kerrville,TX,attack,Not fleeing,False,19.92,51601.09,75.69,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,kerrville,TX,kerrville city,39206,kerrville,Kerrville city,0.01,0.03,0.01,0.01,0.23,118.29999999999998,Kerrville city,85.7
4658,2014-02-18,Gunshot,37,kilgore,TX,,,,19.92,51601.09,75.69,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,kilgore,TX,kilgore city,58643,kilgore,Kilgore city,0.01,0.13,0.01,0.01,0.19,106.6,Kilgore city,85.9
1524,2017-04-24,shot,15,killeen,TX,attack,Not fleeing,False,19.92,51601.09,75.69,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,killeen,TX,killeen city,47763,killeen,Killeen city,0,0.32,0.01,0.04,0.21,106.9,Killeen city,91.6
5217,2013-07-14,Gunshot,24,killeen,TX,,,,19.92,51601.09,75.69,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,killeen,TX,killeen city,47763,killeen,Killeen city,0,0.32,0.01,0.04,0.21,106.9,Killeen city,91.6
2466,2016-04-26,shot,44,kingsbury,TX,no_attack,fleeing,False,19.92,51601.09,75.69,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,kingsbury,TX,,,kingsbury,,,,,,,,Kingsbury,80.2
1071,2017-10-16,shot and Tasered,31,kingwood,TX,attack,fleeing,False,19.92,51601.09,75.69,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,kingwood,,,,,,,,,,,,,
4847,2013-11-29,Gunshot,22,kyle,TX,,,,19.92,51601.09,75.69,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,kyle,TX,kyle city,72746,kyle,Kyle city,0,0.04,0.01,0.01,0.36,128.29999999999998,Kyle city,86.6
4229,2014-07-22,Gunshot,29,la joya,TX,,,,19.92,51601.09,75.69,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,la joya,TX,la joya city,31932,la joya,La Joya city,0,0,0,0,0.5,196.79999999999998,La Joya city,46
945,2017-12-03,shot,62,la marque,TX,attack,Not fleeing,False,19.92,51601.09,75.69,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,la marque,TX,la marque city,43692,la marque,La Marque city,0,0.32,0.01,0.01,0.2,113.2,La Marque city,83.3
1655,2017-02-24,shot,33,lake jackson,TX,attack,fleeing,False,19.92,51601.09,75.69,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,lake jackson,TX,lake jackson city,73399,lake jackson,Lake Jackson city,0.01,0.04,0,0.03,0.18,113.6,Lake Jackson city,92.9
3758,2015-01-14,shot,68,lake jackson,TX,attack,Not fleeing,False,19.92,51601.09,75.69,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,lake jackson,TX,lake jackson city,73399,lake jackson,Lake Jackson city,0.01,0.04,0,0.03,0.18,113.6,Lake Jackson city,92.9
1432,2017-06-02,shot,55,laredo,TX,attack,Not fleeing,False,19.92,51601.09,75.69,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,laredo,TX,laredo city,39711,laredo,Laredo city,0,0,0,0,0.52,184.8,Laredo city,66.3
1878,2016-12-11,shot,30,laredo,TX,attack,Not fleeing,False,19.92,51601.09,75.69,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,laredo,TX,laredo city,39711,laredo,Laredo city,0,0,0,0,0.52,184.8,Laredo city,66.3
3675,2015-02-14,shot,51,laredo,TX,attack,Not fleeing,False,19.92,51601.09,75.69,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,laredo,TX,laredo city,39711,laredo,Laredo city,0,0,0,0,0.52,184.8,Laredo city,66.3
4103,2014-08-30,Gunshot,30,laredo,TX,,,,19.92,51601.09,75.69,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,laredo,TX,laredo city,39711,laredo,Laredo city,0,0,0,0,0.52,184.8,Laredo city,66.3
809,2018-01-23,shot,18,league city,TX,attack,fleeing,False,19.92,51601.09,75.69,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,league,TX,league city city,93675,league,League City city,0.01,0.06,0,0.05,0.16,109.7,League City city,95.3
2910,2015-11-16,shot,28,leon county,TX,no_attack,fleeing,False,19.92,51601.09,75.69,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,leon county,,,,,,,,,,,,,
3732,2015-01-23,shot,56,levelland,TX,no_attack,Not fleeing,False,19.92,51601.09,75.69,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,levelland,TX,levelland city,48802,levelland,Levelland city,0,0.04,0.01,0,0.37,130.10000000000002,Levelland city,77.9
3878,2014-11-26,Gunshot,22,lewisville,TX,,,,19.92,51601.09,75.69,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,lewisville,TX,lewisville city,57267,lewisville,Lewisville city,0.01,0.1,0.01,0.07,0.26,114.2,Lewisville city,87.4
657,2018-03-21,shot,18,littlefield,TX,attack,Not fleeing,False,19.92,51601.09,75.69,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,littlefield,TX,littlefield city,35642,littlefield,Littlefield city,0,0.05,0,0,0.4,135.8,Littlefield city,75.3
3,2018-12-30,shot,49,llano,TX,no_attack,Not fleeing,False,19.92,51601.09,75.69,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,llano,TX,llano city,35950,llano,Llano city,0.01,0,0.01,0.01,0.12,108.7,Llano city,80.5
2494,2016-04-13,shot,52,llano,TX,attack,Not fleeing,False,19.92,51601.09,75.69,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,llano,TX,llano city,35950,llano,Llano city,0.01,0,0.01,0.01,0.12,108.7,Llano city,80.5
