,date,manner_of_death,age,city,state,threat_level,flee,body_camera,poverty_rate,Median Income_x,percent_completed_hs_x,gender_M,race_B,race_H,race_N,race_P,race_W,armed_unarmed,armed_undetermined,signs_of_mental_illness_True,Age_range_20 - 35,Age_range_36 - 49,Age_range_50 - 64,Age_range_Over 65,Age_range_Under 12,daysofweek_Monday,daysofweek_Saturday,daysofweek_Sunday,daysofweek_Thursday,daysofweek_Tuesday,daysofweek_Wednesday,month_August,month_December,month_February,month_January,month_July,month_June,month_March,month_May,month_November,month_October,month_September,year_2014,year_2015,year_2016,year_2017,year_2018,refined_cities,Geographic Area,City_x,Median Income_y,city_refind,City_y,share_white,share_black,share_native_american,share_asian,share_hispanic,sum,City,percent_completed_hs_y
1078,2017-10-12,shot,35,homewood,AL,attack,fleeing,False,20.65,40577.31,80.3,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,homewood,AL,homewood city,61626,homewood,Homewood city,0.01,0.17,0,0.02,0.07,101.6,Homewood city,93.5
1213,2017-08-19,shot,32,homewood,AL,attack,Not fleeing,False,20.65,40577.31,80.3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,homewood,AL,homewood city,61626,homewood,Homewood city,0.01,0.17,0,0.02,0.07,101.6,Homewood city,93.5
2221,2016-07-29,shot,40,homewood,AL,attack,Not fleeing,False,20.65,40577.31,80.3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,homewood,AL,homewood city,61626,homewood,Homewood city,0.01,0.17,0,0.02,0.07,101.6,Homewood city,93.5
3659,2015-02-20,shot,38,homewood,AL,attack,Not fleeing,False,20.65,40577.31,80.3,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,homewood,AL,homewood city,61626,homewood,Homewood city,0.01,0.17,0,0.02,0.07,101.6,Homewood city,93.5
78,2018-11-22,shot,21,hoover,AL,no_attack,Not fleeing,False,20.65,40577.31,80.3,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,hoover,AL,hoover city,77146,hoover,Hoover city,0.01,0.15,0,0.05,0.06,101.19999999999999,Hoover city,95.2
3604,2015-03-11,shot,53,hoover,AL,attack,Not fleeing,False,20.65,40577.31,80.3,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,hoover,AL,hoover city,77146,hoover,Hoover city,0.01,0.15,0,0.05,0.06,101.19999999999999,Hoover city,95.2
615,2018-04-03,shot,49,huntsville,AL,no_attack,Not fleeing,True,20.65,40577.31,80.3,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,huntsville,AL,huntsville city,48775,huntsville,Huntsville city,0.01,0.31,0.01,0.02,0.06,100.3,Huntsville city,90.2
959,2017-11-26,shot,31,huntsville,AL,attack,Not fleeing,False,20.65,40577.31,80.3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,huntsville,AL,huntsville city,48775,huntsville,Huntsville city,0.01,0.31,0.01,0.02,0.06,100.3,Huntsville city,90.2
1139,2017-09-20,shot,31,huntsville,AL,attack,Not fleeing,False,20.65,40577.31,80.3,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,huntsville,AL,huntsville city,48775,huntsville,Huntsville city,0.01,0.31,0.01,0.02,0.06,100.3,Huntsville city,90.2
2091,2016-09-17,shot,45,huntsville,AL,attack,fleeing,True,20.65,40577.31,80.3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,huntsville,AL,huntsville city,48775,huntsville,Huntsville city,0.01,0.31,0.01,0.02,0.06,100.3,Huntsville city,90.2
2332,2016-06-18,shot,34,huntsville,AL,attack,Not fleeing,True,20.65,40577.31,80.3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,huntsville,AL,huntsville city,48775,huntsville,Huntsville city,0.01,0.31,0.01,0.02,0.06,100.3,Huntsville city,90.2
3404,2015-05-25,shot,36,huntsville,AL,attack,Not fleeing,False,20.65,40577.31,80.3,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,huntsville,AL,huntsville city,48775,huntsville,Huntsville city,0.01,0.31,0.01,0.02,0.06,100.3,Huntsville city,90.2
4016,2014-10-07,Gunshot,34,huntsville,AL,,,,20.65,40577.31,80.3,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,huntsville,AL,huntsville city,48775,huntsville,Huntsville city,0.01,0.31,0.01,0.02,0.06,100.3,Huntsville city,90.2
4543,2014-04-04,Gunshot,52,huntsville,AL,,,,20.65,40577.31,80.3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,huntsville,AL,huntsville city,48775,huntsville,Huntsville city,0.01,0.31,0.01,0.02,0.06,100.3,Huntsville city,90.2
4852,2013-11-27,Gunshot,28,huntsville,AL,,,,20.65,40577.31,80.3,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,huntsville,AL,huntsville city,48775,huntsville,Huntsville city,0.01,0.31,0.01,0.02,0.06,100.3,Huntsville city,90.2
1714,2017-02-07,shot and Tasered,18,jackson county,AL,no_attack,Not fleeing,False,20.65,40577.31,80.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,jackson county,,,31232,,,0.68,0.43,0.01,0,0.01,,,85.8
1185,2017-08-29,shot,68,jacksonville,AL,attack,Not fleeing,False,20.65,40577.31,80.3,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,jacksonville,AL,jacksonville city,38903,jacksonville,Jacksonville city,0.01,0.27,0.01,0.01,0.02,99.6,Jacksonville city,89
3923,2014-11-11,Gunshot,26,jacksonville,AL,,,,20.65,40577.31,80.3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,jacksonville,AL,jacksonville city,38903,jacksonville,Jacksonville city,0.01,0.27,0.01,0.01,0.02,99.6,Jacksonville city,89
2045,2016-10-07,shot,42,killeen,AL,attack,Not fleeing,False,20.65,40577.31,80.3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,killeen,,,,,,,,,,,,,
3574,2015-03-19,shot,39,lawrence county,AL,no_attack,Not fleeing,True,20.65,40577.31,80.3,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,lawrence county,,,,,,,,,,,,,
1099,2017-10-05,shot,40,leeds,AL,attack,,False,20.65,40577.31,80.3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,leeds,AL,leeds city,52689,leeds,Leeds city,0.01,0.14,0,0.01,0.07,100.6,Leeds city,87.2
2517,2016-04-03,shot,36,macon county,AL,no_attack,Not fleeing,True,20.65,40577.31,80.3,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,macon county,,,,,,,,,,,,,
5148,2013-08-09,Gunshot,57,madison,AL,,,,20.65,40577.31,80.3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,madison,AL,madison city,92960,madison,Madison city,0.01,0.15,0,0.07,0.04,100.39999999999999,Madison city,95.7
2731,2016-01-20,shot,33,meridianville,AL,no_attack,fleeing,True,20.65,40577.31,80.3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,meridianville,AL,,68368,meridianville,,0.76,0.19,0.01,0.02,0.03,,Meridianville,86.6
5623,2013-02-04,Gunshot,65,midland city,AL,,,,20.65,40577.31,80.3,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,midland,AL,midland city town,27163,midland,Midland City town,0.01,0.24,0.01,0,0.04,98.7,Midland City town,79.3
3652,2015-02-23,shot,16,millbrook,AL,attack,Not fleeing,False,20.65,40577.31,80.3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,millbrook,AL,millbrook city,58330,millbrook,Millbrook city,0.01,0.22,0,0.01,0.03,99.80000000000001,Millbrook city,91.3
756,2018-02-14,shot,41,mobile,AL,attack,Not fleeing,False,20.65,40577.31,80.3,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,mobile,AL,mobile city,38776,mobile,Mobile city,0,0.51,0,0.02,0.02,100.1,Mobile city,86.9
931,2017-12-10,shot,26,mobile,AL,attack,Not fleeing,False,20.65,40577.31,80.3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,mobile,AL,mobile city,38776,mobile,Mobile city,0,0.51,0,0.02,0.02,100.1,Mobile city,86.9
2346,2016-06-13,shot,18,mobile,AL,no_attack,Not fleeing,False,20.65,40577.31,80.3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,mobile,AL,mobile city,38776,mobile,Mobile city,0,0.51,0,0.02,0.02,100.1,Mobile city,86.9
5066,2013-09-06,Gunshot,37,mobile,AL,,,,20.65,40577.31,80.3,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,mobile,AL,mobile city,38776,mobile,Mobile city,0,0.51,0,0.02,0.02,100.1,Mobile city,86.9
5071,2013-09-05,Gunshot,36,mobile,AL,,,,20.65,40577.31,80.3,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,mobile,AL,mobile city,38776,mobile,Mobile city,0,0.51,0,0.02,0.02,100.1,Mobile city,86.9
3007,2015-10-14,shot,57,monroeville,AL,attack,Not fleeing,False,20.65,40577.31,80.3,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,monroeville,AL,monroeville city,30678,monroeville,Monroeville city,0,0.56,0,0,0.01,99.2,Monroeville city,82.3
640,2018-03-27,shot,40,montgomery,AL,attack,fleeing,False,20.65,40577.31,80.3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,montgomery,AL,montgomery city,42927,montgomery,Montgomery city,0,0.56,0,0.02,0.04,100.20000000000002,Montgomery city,85.5
2624,2016-02-25,shot,56,montgomery,AL,no_attack,Not fleeing,True,20.65,40577.31,80.3,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,montgomery,AL,montgomery city,42927,montgomery,Montgomery city,0,0.56,0,0.02,0.04,100.20000000000002,Montgomery city,85.5
245,2018-09-05,shot,33,morris,AL,no_attack,fleeing,False,20.65,40577.31,80.3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,morris,AL,morris town,70043,morris,Morris town,0.01,0.01,0,0,0.01,100.19999999999999,Morris town,84.9
3028,2015-10-04,shot,27,muscle shoals,AL,attack,fleeing,False,20.65,40577.31,80.3,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,muscle shoals,AL,muscle shoals city,48896,muscle shoals,Muscle Shoals city,0.01,0.15,0,0.01,0.03,99.8,Muscle Shoals city,88.7
4155,2014-08-13,Gunshot,35,muscle shoals,AL,,,,20.65,40577.31,80.3,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,muscle shoals,AL,muscle shoals city,48896,muscle shoals,Muscle Shoals city,0.01,0.15,0,0.01,0.03,99.8,Muscle Shoals city,88.7
1024,2017-11-03,shot,39,ohatchee,AL,attack,fleeing,False,20.65,40577.31,80.3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,ohatchee,AL,ohatchee town,51688,ohatchee,Ohatchee town,0.01,0.03,0.01,0,0.01,98.49999999999999,Ohatchee town,82
2950,2015-10-31,shot,56,opelika,AL,no_attack,fleeing,False,20.65,40577.31,80.3,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,opelika,AL,opelika city,40489,opelika,Opelika city,0.01,0.43,0,0.02,0.04,100.5,Opelika city,83.7
3258,2015-07-16,shot,29,opp,AL,attack,fleeing,False,20.65,40577.31,80.3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,opp,AL,opp city,34695,opp,Opp city,0.01,0.17,0.01,0,0.01,99.4,Opp city,77.4
1755,2017-01-25,shot,37,oxford,AL,attack,fleeing,False,20.65,40577.31,80.3,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,oxford,AL,oxford city,51375,oxford,Oxford city,0.01,0.12,0,0.01,0.07,101.19999999999999,Oxford city,83.5
5655,2013-01-18,Gunshot,50,oxford,AL,,,,20.65,40577.31,80.3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,oxford,AL,oxford city,51375,oxford,Oxford city,0.01,0.12,0,0.01,0.07,101.19999999999999,Oxford city,83.5
4983,2013-10-14,Gunshot,83,ozark,AL,,,,20.65,40577.31,80.3,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,ozark,AL,ozark city,37813,ozark,Ozark city,0.01,0.3,0.01,0.01,0.03,99.80000000000001,Ozark city,82.5
967,2017-11-23,shot,32,pell city,AL,attack,Not fleeing,False,20.65,40577.31,80.3,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,pell,AL,pell city city,41944,pell,Pell City city,0.01,0.16,0,0.01,0.02,99.79999999999998,Pell City city,86.5
1490,2017-05-07,shot,27,phenix city,AL,no_attack,fleeing,True,20.65,40577.31,80.3,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,phenix,AL,phenix city city,36698,phenix,Phenix City city,0,0.46,0,0.01,0.04,100.30000000000001,Phenix City city,84.8
1967,2016-11-06,shot,17,phenix city,AL,no_attack,fleeing,False,20.65,40577.31,80.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,phenix,AL,phenix city city,36698,phenix,Phenix City city,0,0.46,0,0.01,0.04,100.30000000000001,Phenix City city,84.8
2021,2016-10-15,shot,38,phenix city,AL,attack,Not fleeing,False,20.65,40577.31,80.3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,phenix,AL,phenix city city,36698,phenix,Phenix City city,0,0.46,0,0.01,0.04,100.30000000000001,Phenix City city,84.8
2714,2016-01-29,shot,41,phenix city,AL,attack,fleeing,False,20.65,40577.31,80.3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,phenix,AL,phenix city city,36698,phenix,Phenix City city,0,0.46,0,0.01,0.04,100.30000000000001,Phenix City city,84.8
4805,2013-12-19,Gunshot,33,phenix city,AL,,,,20.65,40577.31,80.3,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,phenix,AL,phenix city city,36698,phenix,Phenix City city,0,0.46,0,0.01,0.04,100.30000000000001,Phenix City city,84.8
1144,2017-09-18,shot,33,piedmont,AL,no_attack,Not fleeing,False,20.65,40577.31,80.3,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,piedmont,AL,piedmont city,28884,piedmont,Piedmont city,0.01,0.1,0.01,0,0.01,98.89999999999999,Piedmont city,76.8
2581,2016-03-13,shot,26,piedmont,AL,attack,fleeing,False,20.65,40577.31,80.3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,piedmont,AL,piedmont city,28884,piedmont,Piedmont city,0.01,0.1,0.01,0,0.01,98.89999999999999,Piedmont city,76.8
973,2017-11-18,shot,56,prichard,AL,no_attack,fleeing,False,20.65,40577.31,80.3,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,prichard,AL,prichard city,23785,prichard,Prichard city,0,0.86,0,0,0.01,99.6,Prichard city,78.5
2743,2016-01-17,shot and Tasered,38,rainbow city,AL,no_attack,Not fleeing,False,20.65,40577.31,80.3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,rainbow,AL,rainbow city city,49338,rainbow,Rainbow City city,0.01,0.07,0,0.03,0.02,100.00000000000001,Rainbow City city,92.5
3798,2014-12-29,Gunshot,40,safford,AL,,,,20.65,40577.31,80.3,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,safford,,,46277,,,0.63,0.01,0.01,0.01,0.34,,,87.1
1858,2016-12-21,shot,27,saraland,AL,attack,Not fleeing,False,20.65,40577.31,80.3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,saraland,AL,saraland city,52621,saraland,Saraland city,0.01,0.12,0.01,0.01,0.03,99.6,Saraland city,85.4
5631,2013-01-29,Gunshot,31,section,AL,,,,20.65,40577.31,80.3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,section,AL,section town,30278,section,Section town,0.01,0,0.02,0.01,0.01,98.6,Section town,76.6
2271,2016-07-07,shot,63,selma,AL,attack,Not fleeing,True,20.65,40577.31,80.3,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,selma,AL,selma city,22414,selma,Selma city,0,0.81,0,0.01,0.01,99.69999999999999,Selma city,77.8
4838,2013-12-04,Gunshot,73,selma,AL,,,,20.65,40577.31,80.3,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,selma,AL,selma city,22414,selma,Selma city,0,0.81,0,0.01,0.01,99.69999999999999,Selma city,77.8
5350,2013-06-02,Gunshot,28,selma,AL,,,,20.65,40577.31,80.3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,selma,AL,selma city,22414,selma,Selma city,0,0.81,0,0.01,0.01,99.69999999999999,Selma city,77.8
5351,2013-06-02,Gunshot,59,selma,AL,,,,20.65,40577.31,80.3,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,selma,AL,selma city,22414,selma,Selma city,0,0.81,0,0.01,0.01,99.69999999999999,Selma city,77.8
5354,2013-06-02,Gunshot,28,selma,AL,,,,20.65,40577.31,80.3,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,selma,AL,selma city,22414,selma,Selma city,0,0.81,0,0.01,0.01,99.69999999999999,Selma city,77.8
5683,2013-01-12,Gunshot,33,smiths station,AL,,,,20.65,40577.31,80.3,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,smiths station,AL,smiths station city,46354,smiths station,Smiths Station city,0.01,0.16,0.01,0,0.03,100.2,Smiths Station city,80.3
4232,2014-07-20,Gunshot,52,spanish fort,AL,,,,20.65,40577.31,80.3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,spanish fort,AL,spanish fort city,72747,spanish fort,Spanish Fort city,0.01,0.05,0.01,0.01,0.02,100.2,Spanish Fort city,95.8
634,2018-03-28,shot,64,sylacauga,AL,attack,fleeing,False,20.65,40577.31,80.3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,sylacauga,AL,sylacauga city,33407,sylacauga,Sylacauga city,0.01,0.3,0,0,0.02,100,Sylacauga city,82.5
3084,2015-09-12,shot,23,sylacauga,AL,no_attack,fleeing,False,20.65,40577.31,80.3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,sylacauga,AL,sylacauga city,33407,sylacauga,Sylacauga city,0.01,0.3,0,0,0.02,100,Sylacauga city,82.5
84,2018-11-21,shot,48,talladega,AL,attack,Not fleeing,False,20.65,40577.31,80.3,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,talladega,AL,talladega city,29482,talladega,Talladega city,0,0.48,0,0,0.03,100.60000000000001,Talladega city,73.9
3151,2015-08-20,shot and Tasered,50,tuscaloosa,AL,attack,Not fleeing,False,20.65,40577.31,80.3,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,tuscaloosa,AL,tuscaloosa city,39351,tuscaloosa,Tuscaloosa city,0.01,0.41,0,0.02,0.03,100.3,Tuscaloosa city,87.3
4347,2014-06-09,Gunshot,48,tuscaloosa,AL,,,,20.65,40577.31,80.3,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,tuscaloosa,AL,tuscaloosa city,39351,tuscaloosa,Tuscaloosa city,0.01,0.41,0,0.02,0.03,100.3,Tuscaloosa city,87.3
1899,2016-12-02,shot,33,tuscumbia,AL,attack,Not fleeing,False,20.65,40577.31,80.3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,tuscumbia,AL,tuscumbia city,41176,tuscumbia,Tuscumbia city,0.01,0.21,0,0,0.01,99.20000000000002,Tuscumbia city,86.2
3993,2014-10-17,Gunshot,28,warrior,AL,,,,20.65,40577.31,80.3,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,warrior,AL,warrior city,45396,warrior,Warrior city,0.01,0.14,0,0,0.01,98.7,Warrior city,86.9
3068,2015-09-19,shot,57,washington county,AL,attack,Not fleeing,True,20.65,40577.31,80.3,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,washington county,,,,,,,,,,,,,
2005,2016-10-22,shot,21,westover,AL,no_attack,Not fleeing,False,20.65,40577.31,80.3,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,westover,AL,westover town,58906,westover,Westover town,0.01,0.03,0.01,0.01,0.02,99.8,Westover town,85.2
5324,2013-06-08,Gunshot,34,wilmer,AL,,,,20.65,40577.31,80.3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,wilmer,,,,,,,,,,,,,
2685,2016-02-07,shot,36,austin,AR,no_attack,Not fleeing,False,22.96,35593.41,79.95,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,austin,AR,austin city,70652,austin,Austin city,0.01,0.02,0,0,0.04,101.2,Austin city,95.9
1023,2017-11-03,shot,44,batesville,AR,attack,Not fleeing,False,22.96,35593.41,79.95,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,batesville,AR,batesville city,38092,batesville,Batesville city,0.01,0.04,0.01,0.01,0.13,103.1,Batesville city,84.6
2017,2016-10-17,shot,17,benton,AR,attack,fleeing,False,22.96,35593.41,79.95,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,benton,AR,benton city,51778,benton,Benton city,0.01,0.06,0,0.01,0.04,100.7,Benton city,87
2047,2016-10-07,shot,49,benton,AR,no_attack,Not fleeing,False,22.96,35593.41,79.95,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,benton,AR,benton city,51778,benton,Benton city,0.01,0.06,0,0.01,0.04,100.7,Benton city,87
5169,2013-07-30,Gunshot,29,benton,AR,,,,22.96,35593.41,79.95,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,benton,AR,benton city,51778,benton,Benton city,0.01,0.06,0,0.01,0.04,100.7,Benton city,87
