Geographic Area,City,poverty_rate
NC,Woodlawn CDP,6.2
NC,Beech Mountain town,6.1
NC,Buxton CDP,6.1
NC,Matthews town,6.1
NC,Minnesott Beach town,6
NC,Newport town,6
NC,Davidson town,5.7
NC,Pine Knoll Shores town,5.7
NC,Highlands town,5.6
NC,Laurel Park town,5.6
NC,Murraysville CDP,5.6
NC,Red Oak town,5.6
NC,Whitsett town,5.6
NC,Lake Park village,5.5
NC,Seven Lakes CDP,5.5
NC,Spivey's Corner CDP,5.5
NC,Wanchese CDP,5.5
NC,Fairview CDP,5.4
NC,Kelly CDP,5.4
NC,Mountain View CDP,5.4
NC,Speed town,5.3
NC,Swepsonville town,5.2
NC,Gerton CDP,5.1
NC,Huntersville town,5.1
NC,Iron Station CDP,5.1
NC,Moyock CDP,5
NC,Bent Creek CDP,4.8
NC,Flat Rock village,4.8
NC,Mills River town,4.8
NC,Topsail Beach town,4.8
NC,Whispering Pines village,4.7
NC,Apex town,4.6
NC,Hoopers Creek CDP,4.5
NC,Stem town,4.5
NC,Morrisville town,4.4
NC,Westport CDP,4.3
NC,Lewisville town,4.2
NC,Seven Devils town,4.2
NC,Belville town,4.1
NC,Bogue town,4.1
NC,Ocean Isle Beach town,4.1
NC,Saxapahaw CDP,4.1
NC,Sugar Mountain village,4.1
NC,Waxhaw town,4.1
NC,Biltmore Forest town,4
NC,Delco CDP,4
NC,Unionville town,4
NC,Bald Head Island village,3.9
NC,Lake Norman of Catawba CDP,3.9
NC,Duck town,3.8
NC,Salvo CDP,3.8
NC,Avery Creek CDP,3.6
NC,Washington Park town,3.6
NC,Askewville town,3.5
NC,Sea Breeze CDP,3.5
NC,Wesley Chapel village,3.4
NC,Bath town,3.3
NC,Cedar Point town,3.2
NC,Bethania town,3.1
NC,Trent Woods town,3.1
NC,Altamahaw CDP,2.8
NC,Lake Santeetlah town,2.8
NC,Walstonburg town,2.8
NC,Fearrington Village CDP,2.7
NC,Marvin village,2.7
NC,Neuse Forest CDP,2.7
NC,Foxfire village,2.6
NC,Holly Springs town,2.5
NC,Efland CDP,2.4
NC,Royal Pines CDP,2.4
NC,Fairfield Harbour CDP,2.3
NC,Oak Ridge town,2.3
NC,Proctorville town,2.3
NC,Southern Shores town,2.2
NC,Walnut Creek village,2.2
NC,Crossnore town,2.1
NC,Hatteras CDP,2
NC,Summerfield town,2
NC,Archer Lodge town,1.9
NC,Pumpkin Center CDP,1.9
NC,Pinehurst village,1.8
NC,St. James town,1.8
NC,Alamance village,1.7
NC,Rougemont CDP,1.7
NC,Lasker town,1.6
NC,Weddington town,1.6
NC,Falcon town,1.5
NC,Five Points CDP,1
NC,Barker Ten Mile CDP,0.9
NC,Cedar Rock village,0.9
NC,Northlakes CDP,0.9
NC,Bolivia town,0.8
NC,Aquadale CDP,0
NC,Bell Arthur CDP,0
NC,Bowmore CDP,0
NC,Davis CDP,0
NC,Deercroft CDP,0
NC,Dellview town,0
NC,Hobucken CDP,0
NC,Ivanhoe CDP,0
NC,Leggett town,0
NC,Pinetown CDP,0
NC,Rex CDP,0
NC,South Mills CDP,0
NC,Spencer Mountain town,0
NC,Valle Crucis CDP,0
NC,Wakulla CDP,0
NC,Waves CDP,0
ND,Orrin CDP,
ND,Selz CDP,100
ND,Green Acres CDP,73
ND,Fort Totten CDP,68.2
ND,Denhoff CDP,64.3
ND,White Earth city,61.7
ND,Maxbass city,59.6
ND,Regan city,57.9
ND,Ross city,56.8
ND,Mandaree CDP,55.1
ND,Dunseith city,52.2
ND,Overly city,52.2
ND,Zeeland city,50
ND,McHenry city,46.8
ND,East Dunseith CDP,46.3
ND,Cannon Ball CDP,45.6
ND,Four Bears Village CDP,45.3
ND,Balfour city,44.4
ND,Conway city,44.4
ND,Sibley city,42.4
ND,Ruthville CDP,37.3
ND,Columbus city,36.5
ND,Driscoll CDP,36.5
ND,Selfridge city,36.1
ND,Great Bend city,34.8
ND,Fort Yates city,34
ND,Shell Valley CDP,33.5
ND,Bantry city,33.3
ND,Hansboro city,33.3
ND,Sutton CDP,33.3
ND,White Shield CDP,32.2
ND,Litchville city,30.3
ND,Rolla city,30.2
ND,Hannah city,30
ND,Courtenay city,29.8
ND,Porcupine CDP,29.3
ND,Rocklake city,28.4
ND,Belcourt CDP,28.1
ND,Fairdale city,28.1
ND,Dodge city,27.8
ND,Oberon city,27.7
ND,Oriska city,27.5
ND,Solen city,26.7
ND,Marmarth city,26.6
ND,Upham city,26.2
ND,Arnegard city,26.1
ND,Landa city,25.9
ND,Noonan city,25.5
ND,Ayr city,25
ND,Velva city,24.8
ND,Portland city,24.4
ND,Voltaire city,24.4
ND,Robinson city,24.2
ND,Emerado city,23.9
ND,Tuttle city,23.6
ND,Sarles city,23.5
ND,Cayuga city,23.3
ND,Adams city,22.7
ND,Bowbells city,22.4
ND,Kief city,22.2
ND,McClusky city,22.2
ND,Balta city,22
ND,Petersburg city,22
ND,Rolette city,22
ND,Clifford city,21.1
ND,Hazelton city,21.1
ND,Grace City city,20.7
ND,Knox city,20.6
ND,Warwick city,20.5
ND,Grand Forks city,20.4
ND,Abercrombie city,20.3
ND,St. John city,20.3
ND,Elgin city,20.1
ND,Antler city,20
ND,New Town city,19.9
ND,Cando city,19.8
ND,Mantador city,19.5
ND,Starkweather city,19.5
ND,Parshall city,18.6
ND,Rugby city,18.5
ND,Goodrich city,18.1
ND,Deering city,18
ND,Heil CDP,17.6
ND,Souris city,17.6
ND,Mott city,17.3
ND,Drake city,17.2
ND,Foxholm CDP,17.2
ND,Strasburg city,17.2
ND,Plaza city,16.7
ND,Minnewaukan city,16.4
ND,Hankinson city,16.1
ND,New Rockford city,16.1
ND,Walhalla city,16.1
ND,Reynolds city,16
ND,Lehr city,15.8
ND,Medora city,15.8
ND,Mercer city,15.8
ND,Tappen city,15.6
ND,Mayville city,15.4
ND,Palermo city,15.4
ND,Wolford city,15.4
ND,Dazey city,15.3
ND,Garrison city,15.3
ND,Grafton city,15.3
ND,Sheyenne city,15.1
ND,Kramer city,15
ND,Fargo city,14.9
ND,Hatton city,14.9
ND,Park River city,14.9
ND,Glenburn city,14.8
ND,Binford city,14.6
ND,Bisbee city,14.5
ND,Osnabrock city,14.5
ND,Taylor city,14.5
ND,Beach city,14.3
ND,Coleharbor city,14.3
ND,Mooreton city,14.3
ND,Lidgerwood city,14.2
ND,Verona city,14.1
ND,Maddock city,14
ND,Turtle Lake city,13.9
ND,Ashley city,13.8
ND,Ellendale city,13.7
ND,Galesburg city,13.7
ND,Devils Lake city,13.6
ND,Esmond city,13.6
ND,Manning CDP,13.6
ND,Pick City city,13.6
ND,Carson city,13.4
ND,Aneta city,13.3
ND,Dickey city,13.3
ND,Towner city,13.3
ND,Regent city,13.2
ND,Wahpeton city,13.2
ND,Zap city,12.9
ND,Gladstone city,12.8
ND,Jamestown city,12.8
ND,Medina city,12.8
ND,Enderlin city,12.7
ND,Logan CDP,12.7
ND,Makoti city,12.7
ND,East Fairview CDP,12.5
ND,Hamberg city,12.5
ND,Leeds city,12.4
ND,Powers Lake city,12.4
ND,Underwood city,12.4
ND,Gackle city,12.3
ND,Gilby city,12.1
ND,Wilton city,12.1
ND,Hillsboro city,12
ND,Kindred city,12
ND,Hunter city,11.9
ND,Butte city,11.8
ND,Center city,11.6
ND,Wildrose city,11.5
ND,Wishek city,11.5
ND,Hannaford city,11.3
ND,Kathryn city,11.1
ND,Forman city,11
ND,Sharon city,11
ND,Williston city,11
ND,Steele city,10.9
ND,Streeter city,10.8
ND,Luverne city,10.7
ND,Ryder city,10.7
ND,Bowman city,10.5
ND,New Leipzig city,10.5
ND,Killdeer city,10.4
ND,Larimore city,10.4
ND,Carpio city,10.2
ND,Montpelier city,10.2
ND,Des Lacs city,10.1
ND,Willow City city,10.1
ND,De Lamere CDP,10
ND,Edinburg city,10
ND,LaMoure city,10
ND,Linton city,10
ND,Mylo city,10
ND,Bowdon city,9.8
ND,Napoleon city,9.8
ND,Westhope city,9.8
ND,Bathgate city,9.6
ND,Bismarck city,9.6
ND,Hoople city,9.6
ND,Edgeley city,9.5
ND,Leonard city,9.5
ND,Pettibone city,9.5
ND,Cathay city,9.4
ND,Tower City city,9.4
ND,Halliday city,9.3
ND,Lankin city,9.3
ND,Mandan city,9.3
ND,Carrington city,9.2
ND,Cooperstown city,9.1
ND,Finley city,9.1
ND,Gascoyne city,9.1
ND,New England city,9.1
ND,Northwood city,9.1
ND,Minot AFB CDP,9
ND,Hebron city,8.9
ND,Mountain city,8.9
ND,Hettinger city,8.8
ND,Reeder city,8.8
ND,Wyndmere city,8.8
ND,Ypsilanti CDP,8.8
ND,Beulah city,8.7
ND,McVille city,8.7
ND,Brinsmade city,8.6
ND,Fairmount city,8.5
ND,Flaxton city,8.5
ND,Max city,8.5
ND,Valley City city,8.5
ND,Lisbon city,8.4
ND,Golden Valley city,8.3
ND,Martin city,8.3
ND,Donnybrook city,8.2
ND,Edmore city,8.2
ND,Glenfield city,8.1
ND,Manvel city,8.1
ND,Minot city,8.1
ND,New Salem city,8.1
ND,Wales city,8.1
ND,Marion city,7.9
ND,Wing city,7.9
ND,Glen Ullin city,7.8
ND,Harvey city,7.7
ND,Lignite city,7.7
ND,Lansford city,7.6
ND,Scranton city,7.6
ND,Douglas city,7.5
ND,Lakota city,7.5
ND,Mohall city,7.4
ND,Hazen city,7.3
ND,Drayton city,7.2
ND,Mapleton city,7.2
ND,Dickinson city,7.1
ND,West Fargo city,7.1
ND,Hague city,7
ND,Jud city,7
ND,Stanley city,7
ND,York city,7
ND,Crosby city,6.9
ND,Tolley city,6.9
ND,Gardner city,6.8
ND,Granville city,6.8
ND,Page city,6.8
ND,Elliott city,6.7
ND,Fort Ransom city,6.5
ND,Amidon city,6.3
ND,Davenport city,6.3
ND,Rhame city,6.3
ND,Watford City city,6.3
ND,Epping city,6.2
ND,Bottineau city,6.1
ND,Langdon city,6.1
ND,Minto city,6.1
ND,Rutland city,6.1
ND,Kulm city,5.8
ND,South Heart city,5.8
ND,Grand Forks AFB CDP,5.7
ND,Casselton city,5.6
ND,Washburn city,5.4
ND,Bucyrus city,5.3
ND,Leal city,5.3
ND,Richardton city,5.3
ND,Buffalo city,5.2
ND,Munich city,5.2
ND,Cogswell city,5.1
ND,Grenora city,5.1
ND,Oakes city,5.1
ND,Pembina city,5.1
ND,Ray city,5.1
ND,Lawton city,5
ND,Michigan City city,4.9
ND,Niagara city,4.9
ND,Sherwood city,4.9
ND,Milnor city,4.8
ND,Arthur city,4.7
ND,Flasher city,4.7
ND,Tolna city,4.7
ND,Kenmare city,4.6
ND,Anamoose city,4.5
ND,Cavalier city,4.3
ND,Sykeston city,4.3
ND,Egeland city,4
ND,Sanborn city,4
ND,Belfield city,3.9
ND,Crary city,3.8
ND,Gwinner city,3.8
ND,Spiritwood Lake city,3.8
ND,Barney city,3.7
ND,Monango city,3.7
ND,Thompson city,3.7
ND,Tioga city,3.7
ND,Fordville city,3.6
ND,Sawyer city,3.6
ND,Wimbledon city,3.6
ND,Woodworth city,3.6
ND,Crystal city,3.5
ND,Erie CDP,3.4
ND,Hurdsfield city,3.4
ND,Pingree city,3.4
ND,Inkster city,3.3
ND,Milton city,3.3
ND,Sentinel Butte city,3.3
ND,Berlin city,3.2
ND,Fingal city,3.2
ND,Forest River city,3.2
ND,Almont city,3.1
ND,Alice city,3
ND,Forbes city,3
ND,Hope city,3
ND,Christine city,2.9
ND,Golva city,2.9
ND,Havana city,2.9
ND,Hampden city,2.8
ND,Neche city,2.8
ND,Riverdale city,2.8
ND,Burlington city,2.7
ND,Dawson city,2.7
ND,Pisek city,2.7
ND,Portal city,2.6
ND,Colfax city,2.5
ND,Kensal city,2.5
ND,Amenia city,2.4
ND,Menoken CDP,2.4
ND,Oxbow city,2.4
ND,St. Thomas city,2.3
ND,Berthold city,2.2
ND,Dunn Center city,2.1
ND,Ardoch city,2
ND,Lincoln city,1.8
ND,Buxton city,1.5
ND,Alamo city,1.4
ND,Alexander city,1.3
ND,Fessenden city,1.3
ND,Sheldon city,1.3
ND,Horace city,1.2
ND,Argusville city,1.1
ND,Brocket city,1.1
ND,Grandin city,0.9
ND,Stanton city,0.8
ND,Newburg city,0.7
ND,Harwood city,0.6
ND,Reile's Acres city,0.6
ND,Alsen city,0
ND,Ambrose city,0
ND,Auburn CDP,0
ND,Barton CDP,0
ND,Benedict city,0
ND,Bergen city,0
ND,Blanchard CDP,0
ND,Braddock city,0
ND,Briarwood city,0
ND,Brooktree Park CDP,0
ND,Buchanan city,0
ND,Caledonia CDP,0
ND,Calio city,0
ND,Calvin city,0
ND,Canton City city,0
ND,Churchs Ferry city,0
ND,Cleveland city,0
ND,Dahlen CDP,0
ND,Dwight city,0
ND,Embden CDP,0
ND,Englevale CDP,0
ND,Fortuna city,0
ND,Fredonia city,0
ND,Frontier city,0
ND,Fullerton city,0
ND,Gardena city,0
ND,Grano city,0
ND,Hamilton city,0
ND,Harmon CDP,0
ND,Haynes city,0
ND,Heimdal CDP,0
ND,Jessie CDP,0
ND,Karlsruhe city,0
ND,Larson CDP,0
ND,Leith city,0
ND,Loma city,0
ND,Loraine city,0
ND,Ludden city,0
ND,McLeod CDP,0
ND,Nash CDP,0
ND,Nekoma city,0
ND,Nome city,0
ND,North River city,0
ND,Pekin city,0
ND,Perth city,0
ND,Pillsbury city,0
ND,Prairie Rose city,0
ND,Raleigh CDP,0
ND,Rogers city,0
ND,Ruso city,0
ND,Spiritwood CDP,0
ND,Springbrook city,0
ND,Surrey city,0
ND,Venturia city,0
ND,Walcott city,0
ND,Wheatland CDP,0
NE,Monowi village,
NE,Raeville CDP,
NE,White Clay CDP,
NE,Boys Town village,92.3
NE,Brewster village,80
NE,Nora village,72.2
NE,Champion CDP,70.3
NE,Macy CDP,66.2
NE,Enders CDP,52.8
NE,Gilead village,51.2
NE,Santee village,50.9
NE,Gandy village,50
NE,Wann CDP,49.4
NE,Holbrook village,49.1
NE,Crab Orchard village,47.4
NE,Burton village,44.4
NE,Miller village,39.9
NE,Bloomington village,39.7
NE,Whitney village,38.9
NE,Salem village,37.8
NE,Winnebago village,36.2
NE,Page village,34.9
NE,King Lake CDP,33.6
NE,Walthill village,33.1
NE,Guide Rock village,32.7
NE,Magnet village,32.6
NE,Lyman village,32.3
NE,Dixon village,32.1
NE,Moorefield village,32.1
NE,Blue Springs city,32
NE,Seneca village,32
NE,Obert village,31.8
NE,Comstock village,31.1
NE,Gordon city,31
NE,Hubbell village,30.8
NE,Broadwater village,30.1
NE,Richland village,30
NE,Merriman village,29.7
NE,Staplehurst village,28.3
NE,Dunning village,27.2
NE,Reynolds village,27.1
NE,Garrison village,26.5
NE,Cushing village,26.4
NE,Falls City city,26.3
NE,Naponee village,26.3
NE,Belvidere village,25.8
NE,Dix village,25.8
NE,Elyria village,25.6
NE,Lindsay village,25.3
NE,Humboldt city,24.7
NE,Wellfleet village,24.6
NE,Harvard city,24.4
NE,Greeley Center village,24.3
NE,La Platte CDP,24.1
NE,Alexandria village,23.8
NE,Niobrara village,23.8
NE,Crawford city,23.1
NE,Terrytown city,23.1
NE,Hardy village,22.9
NE,Farwell village,22.8
NE,Taylor village,22.8
NE,Belgrade village,22.6
NE,Burchard village,22.6
NE,Daykin village,22.5
NE,Martinsburg village,22.4
NE,Ruskin village,22.4
NE,Pawnee City city,22.2
NE,Peru city,22.1
NE,Red Cloud city,22.1
NE,Riverton village,22
NE,Trenton village,21.9
NE,South Sioux City city,21.7
NE,Madrid village,21.5
NE,Newman Grove city,21.5
NE,Lexington city,21.4
NE,Liberty village,21.4
NE,Wayne city,21.4
NE,Table Rock village,21.3
NE,Beaver City city,21.2
NE,Herman village,21.1
NE,North Loup village,21.1
NE,Weston village,20.9
NE,Scottsbluff city,20.7
NE,Rosalie village,20.6
NE,Gresham village,20.5
NE,Linwood village,20.4
NE,Kilgore village,20.3
NE,Steele City village,20.3
NE,Martin CDP,19.9
NE,Mason City village,19.7
NE,Elk Creek village,19.6
NE,Talmage village,19.2
NE,Alliance city,19.1
NE,Bloomfield city,19
NE,Ewing village,19
NE,Hendley village,19
NE,Oakdale village,19
NE,Ainsworth city,18.8
NE,Chadron city,18.8
NE,Lynch village,18.8
NE,Culbertson village,18.7
NE,Orchard village,18.7
NE,Cedar Rapids village,18.6
NE,Lewellen village,18.6
NE,Madison city,18.6
NE,Brunswick village,18.3
NE,Paxton village,18.3
NE,Barada village,18.2
NE,Big Springs village,18.1
NE,Fairfield city,18.1
NE,Neligh city,18
NE,Stratton village,18
NE,Bruno village,17.9
NE,West Point city,17.9
NE,Phillips village,17.6
NE,Lawrence village,17.4
NE,Silver Creek village,17.4
NE,Ong village,17.3
NE,Pender village,17.3
NE,Callaway village,17.1
NE,Edison village,17.1
NE,Henry village,17.1
NE,Loup City city,17.1
NE,Grand Island city,17
NE,Edgar city,16.9
NE,Norman village,16.9
NE,Nickerson village,16.8
NE,Cowles village,16.7
NE,Maxwell village,16.7
NE,Omaha city,16.7
NE,Milligan village,16.6
NE,Schuyler city,16.6
NE,Norfolk city,16.5
NE,Potter village,16.5
NE,Verdon village,16.5
NE,Wausa village,16.5
NE,Kearney city,16.4
NE,McCool Junction village,16.4
NE,Atlanta village,16.3
NE,Blair city,16.3
NE,Oconto village,16.3
NE,Pilger village,16.3
NE,Cozad city,16.2
NE,Crete city,16.2
NE,Jansen village,16.2
NE,Tecumseh city,16.2
NE,Alma city,16.1
NE,Emerson village,16.1
NE,Howard City village,16.1
NE,Nemaha village,16.1
NE,Butte village,16
NE,Endicott village,16
NE,Meadow Grove village,16
NE,Orleans village,16
NE,Verdel village,16
NE,Decatur village,15.9
NE,Inavale CDP,15.9
NE,Lincoln city,15.9
NE,North Platte city,15.9
NE,Stapleton village,15.9
NE,Barneston village,15.8
NE,Inglewood village,15.8
NE,Mitchell city,15.8
NE,Nelson city,15.7
NE,Cedar Bluffs village,15.6
NE,Davenport village,15.6
NE,Shubert village,15.6
NE,Melbeta village,15.5
NE,Valley city,15.5
NE,Palmer village,15.4
NE,Rushville city,15.4
NE,Wauneta village,15.4
NE,Haigler village,15.3
NE,Oakland city,15.3
NE,Ord city,15.3
NE,Bellwood village,15.2
NE,Dakota City city,15.2
NE,Newport village,15.2
NE,Stanton city,15.2
NE,Eagle village,15.1
NE,Fullerton city,15.1
NE,Shelby village,15.1
NE,Spencer village,15.1
NE,Superior city,15.1
NE,Bassett city,15
NE,Denton village,15
NE,Ithaca village,15
NE,Nebraska City city,15
NE,Wahoo city,15
NE,Kimball city,14.9
NE,McGrew village,14.9
NE,Tarnov village,14.9
NE,Alda village,14.8
NE,Clatonia village,14.8
NE,Mullen village,14.8
NE,Stuart village,14.8
NE,Harrison village,14.6
NE,Firth village,14.5
NE,Maywood village,14.5
NE,Gibbon city,14.4
NE,Oshkosh city,14.4
NE,Coleridge village,14.3
NE,Danbury village,14.3
NE,Johnson village,14.2
NE,Laurel city,14.2
NE,Davey village,14.1
NE,Eustis village,14.1
NE,Bartley village,14
NE,Elba village,14
NE,Ogallala city,14
NE,Wakefield city,14
NE,Wymore city,14
NE,Arnold village,13.9
NE,Lyons city,13.9
NE,Dannebrog village,13.8
NE,South Bend village,13.8
NE,Brady village,13.7
NE,Clarkson city,13.7
NE,Hildreth village,13.7
NE,Virginia village,13.6
NE,Waterbury village,13.6
NE,Goehner village,13.5
NE,Sidney city,13.5
NE,Hastings city,13.4
NE,Panama village,13.4
NE,Plymouth village,13.4
NE,Syracuse city,13.4
NE,Bartlett village,13.3
NE,Harrisburg CDP,13.3
NE,Lodgepole village,13.3
NE,Steinauer village,13.3
NE,Bruning village,13.2
NE,Carroll village,13.2
NE,Dodge village,13.2
NE,Indianola city,13.2
NE,Johnstown village,13.2
NE,Morse Bluff village,13.2
NE,Douglas village,13.1
NE,Fairbury city,13.1
NE,Juniata village,13.1
NE,St. Edward city,13.1
NE,York city,13.1
NE,Bayard city,13
NE,Geneva city,13
NE,Brock village,12.9
NE,Cook village,12.9
NE,Heartwell village,12.9
NE,Bladen village,12.8
NE,Chappell city,12.8
NE,Clinton village,12.8
NE,Lebanon village,12.8
NE,St. Paul city,12.8
NE,Stamford village,12.8
NE,Venango village,12.8
NE,Wilsonville village,12.8
NE,Arapahoe city,12.7
NE,Arcadia village,12.7
NE,Atkinson city,12.7
NE,Bow Valley CDP,12.7
NE,Clarks village,12.7
NE,Polk village,12.7
NE,Genoa city,12.6
NE,Spalding village,12.6
NE,Wilber city,12.6
NE,Broken Bow city,12.5
NE,Fremont city,12.5
NE,Anselmo village,12.4
NE,Arthur village,12.4
NE,David City city,12.4
NE,Prague village,12.4
NE,Scribner city,12.4
NE,Clearwater village,12.3
NE,De Witt village,12.3
NE,Newcastle village,12.3
NE,Albion city,12.2
NE,Ashland city,12.2
NE,Campbell village,12.2
NE,Franklin city,12.2
NE,Rulo village,12.2
NE,Weeping Water city,12.1
NE,Hemingford village,12
NE,Upland village,12
NE,Dunbar village,11.9
NE,Hebron city,11.9
NE,Farnam village,11.8
NE,Grafton village,11.8
NE,Lewiston village,11.8
NE,Morrill village,11.8
NE,Wood River city,11.8
NE,Aurora city,11.7
NE,Gothenburg city,11.7
NE,Bancroft village,11.6
NE,Carleton village,11.6
NE,Ravenna city,11.5
NE,Bellevue city,11.3
NE,Blue Hill city,11.3
NE,Marquette village,11.3
NE,Palisade village,11.3
NE,Valentine city,11.3
NE,Alvo village,11.2
NE,Fairmont village,11.2
NE,Adams village,11.1
NE,Central City city,11.1
NE,Elwood village,11.1
NE,Thedford village,11.1
NE,Allen village,11
NE,Arlington village,11
NE,Avoca village,11
NE,Beatrice city,11
NE,Benkelman city,11
NE,Murdock village,11
NE,Prosser village,11
NE,Burwell city,10.9
NE,Plainview city,10.9
NE,Ponca city,10.9
NE,Battle Creek city,10.8
NE,Chambers village,10.8
NE,Murray village,10.8
NE,Swanton village,10.8
NE,Dwight village,10.7
NE,Seward city,10.7
NE,Sprague village,10.7
NE,Woodland Park CDP,10.6
NE,Center village,10.5
NE,McCook city,10.5
NE,Milford city,10.5
NE,Uehling village,10.5
NE,Concord village,10.4
NE,Exeter village,10.4
NE,Homer village,10.4
NE,Kenesaw village,10.4
NE,Bee village,10.3
NE,Waco village,10.3
NE,Cortland village,10.2
NE,Dawson village,10.2
NE,Minatare city,10.2
NE,O'Neill city,10.2
NE,Sumner village,10.2
NE,Valparaiso village,10.2
NE,Hay Springs village,10.1
NE,Inman village,10.1
NE,Curtis city,10
NE,Fordyce village,10
NE,Lakeview CDP,10
NE,Otoe village,10
NE,Smithfield village,10
NE,Ulysses village,10
NE,Creighton city,9.9
NE,Kennard village,9.9
NE,Oxford village,9.9
NE,Merna village,9.8
NE,Saronville village,9.8
NE,Dalton village,9.7
NE,Monroe village,9.7
NE,Plattsmouth city,9.7
NE,Sargent city,9.7
NE,Ansley village,9.6
NE,Beemer village,9.5
NE,Ceresco village,9.5
NE,Elgin city,9.5
NE,Republican City village,9.5
NE,Winside village,9.5
NE,St. Helena village,9.4
NE,Snyder village,9.4
NE,Wisner city,9.4
NE,Bridgeport city,9.3
NE,Huntley village,9.3
NE,Stromsburg city,9.3
NE,Creston village,9.2
NE,Wolbach village,9.2
NE,Garland village,9.1
NE,Hayes Center village,9.1
NE,Richfield CDP,9.1
NE,Columbus city,9
NE,Imperial city,9
NE,Filley village,8.9
NE,Leshara village,8.9
NE,Odell village,8.9
NE,Byron village,8.8
NE,Doniphan village,8.8
NE,Holdrege city,8.8
NE,Waterloo village,8.8
NE,Diller village,8.7
NE,Brule village,8.6
NE,Tryon CDP,8.6
NE,Auburn city,8.5
NE,Crofton city,8.5
NE,Mead village,8.5
NE,Overton village,8.5
NE,Verdigre village,8.5
NE,Beaver Crossing village,8.4
NE,Benedict village,8.4
NE,Utica village,8.4
NE,Bennington city,8.2
NE,Chapman village,8.2
NE,Grant city,8.2
NE,Julian village,8.2
NE,Long Pine city,8.1
NE,Tekamah city,8.1
NE,Shelton village,8
NE,Bristow village,7.8
NE,Cody village,7.8
NE,Wynot village,7.8
NE,Abie village,7.7
NE,Brownville village,7.7
NE,Gering city,7.7
NE,Holstein village,7.6
NE,Pleasant Dale village,7.6
NE,Springview village,7.6
NE,Belmar CDP,7.5
NE,Harbine village,7.5
NE,North Bend city,7.5
NE,Burr village,7.4
NE,Cotesfield village,7.4
NE,Hershey village,7.4
NE,La Vista city,7.4
NE,Osmond city,7.4
NE,Stella village,7.4
NE,Thurston village,7.4
NE,Cordova village,7.3
NE,Wilcox village,7.2
NE,Deshler city,7.1
NE,Royal village,7.1
NE,Springfield city,7.1
NE,Duncan village,7
NE,Gurley village,7
NE,Henderson city,7
NE,Hyannis village,7
NE,Trumbull village,7
NE,Hordville village,6.9
NE,Cambridge city,6.8
NE,Rising City village,6.8
NE,Gretna city,6.7
NE,Hartington city,6.7
NE,Cairo village,6.6
NE,Cedar Creek village,6.6
NE,Clay Center city,6.6
NE,Elm Creek village,6.6
NE,Greenwood village,6.6
NE,Minden city,6.6
NE,Bertrand village,6.5
NE,Chester village,6.5
NE,Litchfield village,6.5
NE,Nehawka village,6.3
NE,Octavia village,6.3
NE,Tobias village,6.3
NE,Jackson village,6.2
NE,Pierce city,6.2
NE,Aten CDP,6.1
NE,Ericson village,6.1
NE,Deweese village,6
NE,Riverdale village,6
NE,Sterling village,6
NE,Chalco CDP,5.9
NE,Fort Calhoun city,5.9
NE,Palmyra village,5.9
NE,Ralston city,5.9
NE,Tilden city,5.9
NE,Du Bois village,5.8
NE,Rockville village,5.8
NE,Crookston village,5.7
NE,Funk village,5.7
NE,Glenvil village,5.7
NE,Leigh village,5.6
NE,Platte Center village,5.6
NE,Foster village,5.4
NE,Hooper city,5.4
NE,Humphrey city,5.4
NE,Memphis village,5.4
NE,Rogers village,5.4
NE,Sutton city,5.4
NE,Unadilla village,5.4
NE,Emmet village,5.3
NE,Maskell village,5.3
NE,Shickley village,5.3
NE,Randolph city,5.2
NE,Sutherland village,5.2
NE,Primrose village,5.1
NE,Axtell village,5
NE,Bazile Mills village,5
NE,Craig village,5
NE,Hubbard village,5
NE,Raymond village,5
NE,Strang village,5
NE,Hampton village,4.8
NE,Osceola city,4.8
NE,St. Libory CDP,4.7
NE,Scotia village,4.7
NE,Yutan city,4.7
NE,Belden village,4.6
NE,Bradshaw village,4.6
NE,Pleasanton village,4.6
NE,Ashton village,4.5
NE,Wood Lake village,4.5
NE,Ayr village,4.4
NE,Friend city,4.4
NE,Howells village,4.4
NE,Lorton village,4.4
NE,Louisville city,4.4
NE,Naper village,4.4
NE,Manley village,4.2
NE,Offutt AFB CDP,4.2
NE,Papillion city,4.2
NE,Elmwood village,4.1
NE,Malcolm village,4.1
NE,Woodland Hills CDP,4.1
NE,Giltner village,4
NE,Petersburg village,4
NE,Surprise village,4
NE,Brainard village,3.8
NE,Hickman city,3.8
NE,Roseland village,3.6
NE,Amherst village,3.5
NE,Thayer village,3.4
NE,Hazard village,3.3
NE,Ragan village,3.3
NE,Winnetoon village,3.3
NE,Loomis village,3.2
NE,Bennet village,3.1
NE,Waverly city,3.1
NE,Halsey village,2.9
NE,Bushnell village,2.7
NE,Roca village,2.7
NE,Wallace village,2.7
NE,Colon village,2.4
NE,Eddyville village,2.4
NE,Ohiowa village,2.3
NE,Western village,2.3
NE,Pickrell village,2.2
NE,Yankee Hill CDP,2.2
NE,Dorchester village,1.9
NE,Elsie village,1.7
NE,Hamlet village,1.6
NE,Hoskins village,1.5
NE,Hallam village,1.3
NE,Hadar village,1
NE,Ames CDP,0
NE,Anoka village,0
NE,Archer CDP,0
NE,Berea CDP,0
NE,Berwyn village,0
NE,Brownlee CDP,0
NE,Cornlea village,0
NE,Fontanelle CDP,0
NE,Glenwood CDP,0
NE,Gross village,0
