Geographic Area,City,poverty_rate
AR,Kensett city,42
AR,Banks town,41.9
AR,Hughes city,41.9
AR,Madison city,41.8
AR,Bradley city,41.7
AR,Amity city,41.3
AR,Center Ridge CDP,41.3
AR,Dumas city,41.3
AR,Gould city,40.6
AR,Grady city,40.6
AR,Zinc town,40.6
AR,Gillham town,40
AR,Griffithville town,39.7
AR,McGehee city,39.6
AR,Montrose city,39.5
AR,Ulm town,39.3
AR,Monticello city,39.2
AR,Emmet city,38.4
AR,Prescott city,38.1
AR,Osceola city,37.9
AR,Edmondson town,37.4
AR,Dermott city,37.1
AR,St. Joe town,37.1
AR,Lead Hill town,37
AR,Wickes town,37
AR,De Valls Bluff city,36.5
AR,Roe town,36.4
AR,Brinkley city,36.3
AR,Ravenden town,36.3
AR,Nimmons town,36.2
AR,Diaz city,36.1
AR,Summit city,36.1
AR,Bearden city,36
AR,Lake Village city,36
AR,Washington city,35.7
AR,Marianna city,35.6
AR,Turrell city,35.6
AR,Waldo city,35.6
AR,Holly Grove city,35.5
AR,Hunter town,35.4
AR,Mountain View city,35.4
AR,Knobel city,35.2
AR,Morrilton city,35.2
AR,Rosston town,35
AR,Newport city,34.9
AR,Lincoln city,34.8
AR,West Point town,34.8
AR,Mammoth Spring city,34.7
AR,O'Kean town,34.5
AR,Lepanto city,34.4
AR,Marked Tree city,34.4
AR,Tillar city,34.3
AR,Mitchellville city,34.2
AR,Ash Flat city,34.1
AR,Hope city,34.1
AR,Nashville city,34.1
AR,Fredonia (Biscoe) town,34
AR,Swifton city,33.6
AR,Shirley town,33.3
AR,Pyatt town,33.2
AR,Booneville city,33.1
AR,Arkadelphia city,33
AR,Hartford city,32.9
AR,Dennard CDP,32.6
AR,Manila city,32.6
AR,Sulphur Rock town,32.5
AR,Decatur city,32.3
AR,Horatio city,32.2
AR,Patterson city,32.2
AR,Cave City city,32.1
AR,Kingsland city,32.1
AR,Leola town,32.1
AR,Pine Bluff city,32.1
AR,Flippin city,32
AR,Norman town,31.9
AR,Dardanelle city,31.8
AR,Reyno city,31.8
AR,Alpena town,31.7
AR,Magnolia city,31.7
AR,Star City city,31.7
AR,Lewisville city,31.5
AR,Augusta city,31.4
AR,Camden city,31.4
AR,Huntsville city,31.4
AR,Wabbaseka town,31.3
AR,Newark city,31.2
AR,Ozark city,31.1
AR,Hamburg city,31
AR,Parkin city,31
AR,Morrison Bluff town,30.9
AR,West Memphis city,30.9
AR,Wilmar city,30.9
AR,Harrisburg city,30.8
AR,Warren city,30.8
AR,Waldron city,30.5
AR,Calico Rock city,30.4
AR,Chester town,30.3
AR,London city,30.3
AR,Murfreesboro city,30.3
AR,Stamps city,30.2
AR,Whelen Springs town,30.2
AR,Mulberry city,30
AR,Rector city,30
AR,Bradford city,29.9
AR,England city,29.9
AR,De Queen city,29.8
AR,Colt city,29.6
AR,Melbourne city,29.4
AR,Wilton city,29.4
AR,Patmos town,29.3
AR,Fargo town,29.2
AR,Green Forest city,29.2
AR,Hot Springs city,29.2
AR,Lynn town,29.1
AR,Salem city,29.1
AR,Fountain Hill town,29
AR,Black Rock city,28.9
AR,Cash town,28.9
AR,Beebe city,28.8
AR,Guion town,28.6
AR,Pindall town,28.6
AR,Coal Hill city,28.3
AR,Hagarville CDP,28.3
AR,Horseshoe Bend city,28.2
AR,McDougal town,28.2
AR,Wilmot city,28.2
AR,Portland city,28.1
AR,Everton town,28
AR,Cotton Plant city,27.9
AR,Portia town,27.9
AR,Stephens city,27.9
AR,Datto town,27.8
AR,Danville city,27.7
AR,Forrest City city,27.7
AR,Marmaduke city,27.7
AR,Russell town,27.7
AR,Caldwell town,27.6
AR,Glenwood city,27.6
AR,Briarcliff city,27.5
AR,Hoxie city,27.5
AR,Piney CDP,27.5
AR,Plumerville city,27.5
AR,Winthrop city,27.5
AR,El Dorado city,27.4
AR,Huntington city,27.4
AR,Malvern city,27.4
AR,Midway CDP,27.4
AR,Tyronza city,27.4
AR,McAlmont CDP,27.1
AR,Maynard town,27.1
AR,Blytheville city,27
AR,Subiaco town,27
AR,Tinsman town,27
AR,Fort Smith city,26.9
AR,Hackett city,26.9
AR,Hartman city,26.9
AR,Piggott city,26.7
AR,Oxford city,26.6
AR,Grannis city,26.5
AR,Junction City city,26.5
AR,Alexander city,26.4
AR,Berryville city,26.4
AR,Dyess town,26.4
AR,Trumann city,26.4
AR,Powhatan town,26.3
AR,Gum Springs town,26.2
AR,Russellville city,26.2
AR,Sedgwick town,26.2
AR,Gurdon city,26.1
AR,North Little Rock city,26.1
AR,Cushman city,26
AR,Diamond City city,26
AR,Cotter city,25.8
AR,Judsonia city,25.7
AR,Blue Mountain town,25.5
AR,Perry town,25.4
AR,Thornton city,25.3
AR,Harrell town,25.2
AR,Pangburn city,25.2
AR,Oil Trough town,25.1
AR,Ben Lomond town,25
AR,Crawfordsville town,25
AR,Mountain Pine city,25
AR,Prattsville town,25
AR,Clarksville city,24.9
AR,Fouke city,24.8
AR,College City city,24.6
AR,Okolona town,24.5
AR,Chidester city,24.4
AR,Dierks city,24.2
AR,Lamar city,24.2
AR,Jasper city,24.1
AR,East Camden town,24
AR,Fayetteville city,24
AR,Highfill town,23.8
AR,Delight city,23.7
AR,Jonesboro city,23.7
AR,Success town,23.7
AR,Bald Knob city,23.6
AR,Dover city,23.6
AR,Sparkman city,23.5
AR,Taylor city,23.5
AR,Haynes town,23.4
AR,Clinton city,23.3
AR,Springdale city,23.3
AR,Crossett city,23.2
AR,Foreman city,23.2
AR,Harrison city,23.2
AR,Strong city,23
AR,Cove town,22.9
AR,Pocahontas city,22.9
AR,Van Buren city,22.9
AR,Altheimer city,22.8
AR,Ashdown city,22.8
AR,Corning city,22.8
AR,Magazine city,22.8
AR,Blevins city,22.7
AR,Gentry city,22.7
AR,Keiser city,22.7
AR,Louann town,22.7
AR,Paris city,22.7
AR,Perla town,22.7
AR,Viola town,22.6
AR,Heber Springs city,22.5
AR,McCaskill town,22.5
AR,Stuttgart city,22.5
AR,Gosnell city,22.4
AR,Jacksonport town,22.4
AR,Branch city,22.3
AR,Caraway city,22.3
AR,Wheatley city,22.3
AR,Wynne city,22.3
AR,Cherry Valley city,22.2
AR,DeWitt city,22.2
AR,Etowah town,22.1
AR,Knoxville town,22.1
AR,Texarkana city,22.1
AR,Wilson city,22.1
AR,McRae city,22
AR,Emerson town,21.9
AR,Gassville city,21.9
AR,Almyra town,21.7
AR,Amagon town,21.6
AR,Mansfield city,21.6
AR,Quitman city,21.6
AR,Bigelow town,21.5
AR,Huttig city,21.4
AR,Lafe town,21.3
AR,Perrytown town,21.3
AR,Belleville city,21.2
AR,Cale town,21.2
AR,Marshall city,21.2
AR,Donaldson town,21.1
AR,South Lead Hill town,21.1
AR,Alma city,21
AR,Gilmore city,21
AR,Kirby CDP,21
AR,Batesville city,20.9
AR,Norfork city,20.9
AR,Weldon town,20.8
AR,Hampton city,20.6
AR,Winslow city,20.5
AR,Des Arc city,20.4
AR,Imboden town,20.4
AR,Strawberry town,20.4
AR,Cherokee Village city,20.3
AR,Horseshoe Lake town,20.2
AR,Siloam Springs city,20.2
AR,Norphlet city,20.1
AR,Evening Shade city,20
AR,Fulton town,19.9
AR,Moro town,19.9
AR,Bauxite town,19.8
AR,Searcy city,19.8
AR,Walnut Ridge city,19.8
AR,Highland city,19.6
AR,Marie town,19.6
AR,Watson city,19.6
AR,Lakeview city,19.4
AR,Lonoke city,19.4
AR,Southside city,19.3
AR,Eureka Springs city,19.1
AR,Carthage city,19
AR,Adona city,18.9
AR,Buckner city,18.9
AR,Hazen city,18.9
AR,Mineral Springs city,18.9
AR,St. Paul town,18.9
AR,Lexa town,18.8
AR,McCrory city,18.8
AR,Jacksonville city,18.7
AR,Ola city,18.7
AR,Tuckerman city,18.6
AR,Bethel Heights city,18.5
AR,Mena city,18.5
AR,Conway city,18.4
AR,Enola town,18.4
AR,Wrightsville city,18.4
AR,Holiday Island CDP,18.3
AR,Redfield city,18.3
AR,Arkansas City city,18.2
AR,Barling city,18.2
AR,Oak Grove town,18.1
AR,Hickory Ridge city,18
AR,Gravette city,17.9
AR,Little Rock city,17.8
AR,Springtown town,17.8
AR,Lockesburg city,17.6
AR,Poyen town,17.6
AR,Rockport city,17.6
AR,Oden town,17.5
AR,Paragould city,17.5
AR,Twin Groves town,17.5
AR,Felsenthal town,17.4
AR,Brookland city,17.2
AR,Havana city,17.2
AR,Aubrey town,17.1
AR,Oppelo city,17.1
AR,Smackover city,17.1
AR,Caddo Valley town,17
AR,Big Flat town,16.9
AR,Bono city,16.8
AR,Yellville city,16.8
AR,Gateway town,16.4
AR,McNab town,16.3
AR,Pollard city,16.3
AR,Williford town,16.3
AR,Black Oak town,16.1
AR,Gillett city,16.1
AR,Leachville city,16.1
AR,Anthonyville town,16
AR,Mount Ida city,16
AR,Letona town,15.9
AR,Little Flock city,15.9
AR,Rose Bud town,15.9
AR,Biggers town,15.8
AR,Mountain Home city,15.8
AR,North Crossett CDP,15.8
AR,Humnoke city,15.7
AR,Mountainburg city,15.6
AR,Salesville city,15.6
AR,Menifee town,15.5
AR,Ozan town,15.5
AR,Palestine city,15.5
AR,Sweet Home CDP,15.5
AR,Greenway city,15.4
AR,Hector town,15.3
AR,Lavaca city,15.3
AR,Rogers city,15.3
AR,Willisville town,15.3
AR,Bay city,15.2
AR,Lake City city,15.2
AR,Ravenden Springs town,15.2
AR,Woodson CDP,15.2
AR,Bellefonte town,15
AR,Daisy town,15
AR,Greenbrier city,14.8
AR,Johnson city,14.8
AR,Dyer city,14.7
AR,Fordyce city,14.7
AR,Franklin town,14.7
AR,Haskell city,14.7
AR,Holland city,14.6
AR,Cedarville city,14.3
AR,Tollette town,14.3
AR,Perryville city,14
AR,Bull Shoals city,13.9
AR,Lake Hamilton CDP,13.9
AR,Pea Ridge city,13.9
AR,Elkins city,13.8
AR,Roland CDP,13.7
AR,Greenwood city,13.6
AR,Pleasant Plains town,13.6
AR,Central City town,13.5
AR,Damascus town,13.5
AR,Ratcliff city,13.4
AR,Campbell Station city,13.3
AR,Georgetown town,13.3
AR,Smithville town,13.3
AR,Tull town,13.2
AR,Grubbs city,13.1
AR,Greers Ferry city,13
AR,Sherwood city,13
AR,Altus city,12.8
AR,Sulphur Springs CDP,12.5
AR,Lowell city,12.2
AR,Tontitown city,12.1
AR,Concord town,12
AR,Bluff City town,11.9
AR,Charleston city,11.9
AR,Kibler city,11.8
AR,Humphrey city,11.7
AR,Scranton city,11.6
AR,Bergman town,11.5
AR,Benton city,11.4
AR,Cabot city,11.4
AR,Farmington city,11.4
AR,Fourche town,11.4
AR,Ward city,11.4
AR,Valley Springs town,11.2
AR,Casa town,11.1
AR,Monette city,11.1
AR,Coy town,11
AR,White Hall city,11
AR,Guy city,10.9
AR,Marion city,10.9
AR,Weiner city,10.9
AR,Caulksville town,10.8
AR,Jennette town,10.8
AR,Wooster town,10.8
AR,Denning town,10.6
AR,Garfield town,10.6
AR,Greenland city,10.6
AR,Western Grove town,10.6
AR,Midway town,10.2
AR,Peach Orchard city,10.2
AR,Sheridan city,10.2
AR,Prairie Creek CDP,10.1
AR,Prairie Grove city,10.1
AR,Fountain Lake town,10
AR,Keo town,10
AR,Antoine town,9.8
AR,Fairfield Bay city,9.8
AR,Bonanza city,9.7
AR,Mount Pleasant town,9.7
AR,Oak Grove Heights town,9.7
AR,Garner town,9.5
AR,Houston town,9.4
AR,Jericho town,9.4
AR,Shannon Hills city,9.2
AR,Gibson CDP,9.1
AR,Pottsville city,9.1
AR,Landmark CDP,9
AR,Tupelo town,9
AR,Widener town,8.9
AR,Atkins city,8.8
AR,Lost Bridge Village CDP,8.7
AR,Mayflower city,8.5
AR,Ogden city,8.3
AR,Avoca town,8.2
AR,Fisher city,8.2
AR,Elm Springs city,8.1
AR,Yarborough Landing CDP,7.9
AR,Calion city,7.8
AR,Austin city,7.7
AR,Bentonville city,7.7
AR,West Crossett CDP,7.7
AR,Minturn town,7.6
AR,West Fork city,7.6
AR,Salem CDP,7.4
AR,Vilonia city,7.2
AR,East End CDP,6.7
AR,Mount Vernon town,6.7
AR,Dell town,6.4
AR,Maumelle city,6.4
AR,Centerton city,6.2
AR,Plainview city,6
AR,Tumbling Shoals CDP,6
AR,Carlisle city,5.9
AR,Fifty-Six city,5.9
AR,Black Springs town,5.7
AR,Cammack Village city,5.7
AR,Burdette town,5.6
AR,Higden town,5.1
AR,Hot Springs Village CDP,4.9
AR,Bella Vista city,4.8
AR,Bryant city,4.1
AR,Jerome town,4.1
AR,Traskwood city,4.1
AR,Rockwell CDP,3.9
AR,Bodcaw town,3.5
AR,Natural Steps CDP,3
AR,Cave Springs city,2.9
AR,Friendship town,2.7
AR,St. Charles town,2.7
AR,Moorefield town,2.5
AR,Birdsong town,2.4
AR,Higginson town,2.4
AR,Woodlawn CDP,1.9
AR,Goshen town,1.8
AR,Avilla CDP,1.4
AR,Beaver town,1.3
AR,Lonsdale town,0.8
AR,Clarkedale city,0
AR,College Station CDP,0
AR,Corinth town,0
AR,Delaplaine town,0
AR,Egypt town,0
AR,Gilbert town,0
AR,Hindsville town,0
AR,Magnet Cove CDP,0
AR,Maysville CDP,0
AR,New Blaine CDP,0
AR,New Edinburg CDP,0
AR,Oakhaven town,0
AR,Reader CDP,0
AR,Rye CDP,0
AR,Scott CDP,0
AR,Staves CDP,0
AR,Waldenburg town,0
AR,Wiederkehr Village city,0
AZ,Grand Canyon West CDP,
AZ,Hunter Creek CDP,
AZ,McConnico CDP,
AZ,Nolic CDP,
AZ,Santa Cruz CDP,
AZ,Toyei CDP,
AZ,Willow Canyon CDP,
AZ,Tat Momoli CDP,100
AZ,Topock CDP,100
AZ,Vaiva Vo CDP,100
AZ,Ventana CDP,100
AZ,Wide Ruins CDP,100
AZ,Cowlic CDP,88.9
AZ,Rillito CDP,88.4
AZ,Kaka CDP,83.7
AZ,Valle CDP,80.6
AZ,Sacate Village CDP,79.3
AZ,Whispering Pines CDP,79.3
AZ,Drysdale CDP,78.5
AZ,South Komelik CDP,78.1
AZ,Palominas CDP,77
AZ,Lower Santan Village CDP,76.4
AZ,Ash Fork CDP,74.8
AZ,Padre Ranchitos CDP,74.6
AZ,Ali Chuk CDP,73.2
AZ,Sun Valley CDP,72.5
AZ,Oljato-Monument Valley CDP,70.8
AZ,Pisinemo CDP,70.2
AZ,Charco CDP,68.8
AZ,Stanfield CDP,68.5
AZ,Clay Springs CDP,67.2
AZ,Carrizo CDP,65.9
AZ,Topawa CDP,65.3
AZ,Cibecue CDP,64.6
AZ,Komatke CDP,64.5
AZ,Whitecone CDP,63.2
AZ,Ali Molina CDP,62.6
AZ,Blackwater CDP,61
AZ,Stotonic Village CDP,60.7
AZ,Haivana Nakya CDP,60.6
AZ,Casa Blanca CDP,60.3
AZ,Orange Grove Mobile Manor CDP,59.9
AZ,Chilchinbito CDP,59.2
AZ,Sehili CDP,58.8
AZ,Steamboat CDP,57.8
AZ,Aguila CDP,57.4
AZ,Bylas CDP,56.9
AZ,San Carlos CDP,55.7
AZ,Cornfields CDP,54.7
AZ,Ak-Chin Village CDP,54.5
AZ,Houck CDP,54.1
AZ,Seven Mile CDP,54.1
AZ,Upper Santan Village CDP,53
AZ,Cedar Creek CDP,52.9
AZ,Rock Point CDP,52.3
AZ,Goodyear Village CDP,52.1
AZ,Sacaton Flats Village CDP,51.7
AZ,Colorado City town,51.5
AZ,Santa Rosa CDP,51.2
AZ,Pinal CDP,51
AZ,Sawmill CDP,51
AZ,Whiteriver CDP,50.4
AZ,Nazlini CDP,50.1
AZ,Anegam CDP,49.4
AZ,Bitter Springs CDP,49.4
AZ,Gisela CDP,49.4
AZ,South Tucson city,48.7
AZ,Sells CDP,48.5
AZ,Valentine CDP,48.5
AZ,McNary CDP,48.4
AZ,Winslow West CDP,48.1
AZ,East Fork CDP,47.8
AZ,Tsaile CDP,46.9
AZ,Low Mountain CDP,46.7
AZ,Sanders CDP,46.7
AZ,St. Johns CDP,46.4
AZ,Shongopovi CDP,46.4
AZ,Tees Toh CDP,46.3
AZ,Red Rock CDP (Apache County),46.2
AZ,Klagetoh CDP,46
AZ,Maish Vaya CDP,45.9
AZ,Burnside CDP,45.3
AZ,Pirtleville CDP,45.2
AZ,Beyerville CDP,45.1
AZ,Tolani Lake CDP,45.1
AZ,Round Rock CDP,45
AZ,Gila Crossing CDP,44.6
AZ,Dilkon CDP,44.4
AZ,Jeddito CDP,44.4
AZ,Jakes Corner CDP,43.9
AZ,Canyon Day CDP,43.8
AZ,Avenue B and C CDP,43.7
AZ,Indian Wells CDP,43.4
AZ,Summit CDP,43.4
AZ,Oatman CDP,43.3
AZ,Icehouse Canyon CDP,42.9
AZ,Kayenta CDP,42.5
AZ,White Mountain Lake CDP,42.3
AZ,Cutter CDP,42.2
AZ,Fort Defiance CDP,41.8
AZ,Teec Nos Pos CDP,41.7
AZ,Dennehotso CDP,41.6
AZ,Mojave Ranch Estates CDP,41.5
AZ,Greasewood CDP,41.2
AZ,Centennial Park CDP,41
AZ,Maricopa Colony CDP,41
AZ,York CDP,40.9
AZ,Antares CDP,40.7
AZ,Peridot CDP,40.7
AZ,Peach Springs CDP,40.5
AZ,Lukachukai CDP,40.2
AZ,Naco CDP,40.2
AZ,Kaibito CDP,39.7
AZ,First Mesa CDP,39.3
AZ,Grand Canyon Village CDP,39.3
AZ,Sunizona CDP,39
AZ,Chinle CDP,38.8
AZ,Oak Springs CDP,38.6
AZ,Cameron CDP,38.2
AZ,Sacaton CDP,37.9
AZ,Christopher Creek CDP,37.8
AZ,North Fork CDP,37.6
AZ,Springerville town,36.3
AZ,Eloy city,36.2
AZ,Yucca CDP,36.2
AZ,Mead Ranch CDP,35.7
AZ,Wall Lane CDP,34.1
AZ,Seba Dalkai CDP,33.9
AZ,Arizona Village CDP,33.7
AZ,Ajo CDP,33.6
AZ,Huachuca City town,32.9
AZ,Desert Hills CDP,32.8
AZ,Nogales city,32.7
AZ,Walnut Creek CDP,32.5
AZ,Tuba City CDP,32.4
AZ,Douglas city,32
AZ,Hayden town,32
AZ,Many Farms CDP,31.8
AZ,Rancho Mesa Verde CDP,31.8
AZ,Joseph City CDP,31.7
AZ,Somerton city,31.5
AZ,Hondah CDP,31.4
AZ,Wenden CDP,30.9
AZ,New Kingman-Butler CDP,30.8
AZ,Pinedale CDP,30.6
AZ,Dolan Springs CDP,30.5
AZ,Nelson CDP,30.4
AZ,Wet Camp Village CDP,30.4
AZ,Arivaca Junction CDP,30.3
AZ,San Luis city,30.2
AZ,Winslow city,30.1
AZ,Kaibab CDP,29.9
AZ,Chloride CDP,29.7
AZ,Shonto CDP,29.7
AZ,Spring Valley CDP,29.7
AZ,Three Points CDP,29.6
AZ,Pinon CDP,29.5
AZ,Tolleson city,29.3
AZ,Beaver Dam CDP,29.2
AZ,Window Rock CDP,29.2
AZ,Bisbee city,29.1
AZ,Patagonia town,29.1
AZ,Six Shooter Canyon CDP,28.9
AZ,Claypool CDP,28.5
AZ,Mammoth town,28.5
AZ,Duncan town,28.4
AZ,Second Mesa CDP,28.4
AZ,Rainbow City CDP,28.3
AZ,Williams city,28.1
AZ,Gila Bend town,27.9
AZ,Kykotsmovi Village CDP,27.8
AZ,Coolidge city,27.4
AZ,Del Muerto CDP,27.4
AZ,Salome CDP,27.4
AZ,Swift Trail Junction CDP,27
AZ,El Prado Estates CDP,26.8
AZ,Cactus Flats CDP,26.6
AZ,Franklin CDP,26.5
AZ,San Miguel CDP,26.5
AZ,Picacho CDP,26.3
AZ,Flowing Springs CDP,26.2
AZ,Seligman CDP,26.1
AZ,Hotevilla-Bacavi CDP,25.7
AZ,Leupp CDP,25.5
AZ,Camp Verde town,25.4
AZ,Cordes Lakes CDP,25.4
AZ,Tucson city,25.3
AZ,Golden Valley CDP,25.1
AZ,Poston CDP,25.1
AZ,Tonto Basin CDP,25
AZ,Ganado CDP,24.8
AZ,Guadalupe town,24.8
AZ,Wagon Wheel CDP,24.8
AZ,St. Michaels CDP,24.7
AZ,Mesa del Caballo CDP,24.5
AZ,Mohave Valley CDP,24.5
AZ,Flagstaff city,24.2
AZ,Jerome town,24.2
AZ,Apache Junction city,24
AZ,Heber-Overgaard CDP,24
AZ,Wilhoit CDP,24
AZ,Drexel Heights CDP,23.7
AZ,Flowing Wells CDP,23.7
AZ,Cienega Springs CDP,23.4
AZ,Phoenix city,23.1
AZ,Wahak Hotrontk CDP,23
AZ,Kino Springs CDP,22.7
AZ,Littletown CDP,22.5
AZ,Pima town,22.5
AZ,Pinetop-Lakeside town,22.5
AZ,Youngtown town,22.5
AZ,East Verde Estates CDP,22.4
AZ,Benson city,22.1
AZ,Wheatfields CDP,22
AZ,Tombstone city,21.9
AZ,Paulden CDP,21.8
AZ,Glendale city,21.7
AZ,Keams Canyon CDP,21.7
AZ,Tusayan town,21.7
AZ,Bowie CDP,21.6
AZ,Tempe city,21.6
AZ,Kearny town,21.2
AZ,Solomon CDP,21.2
AZ,Miami town,21.1
AZ,Kingman city,20.7
AZ,Holbrook city,20.6
AZ,Pine Lake CDP,20.5
AZ,Rye CDP,20.5
AZ,Dragoon CDP,20.4
AZ,Peeples Valley CDP,20.3
AZ,Alpine CDP,20
AZ,Tacna CDP,20
AZ,Cottonwood city,19.9
AZ,El Mirage city,19.9
AZ,Moenkopi CDP,19.9
AZ,Central Heights-Midland City CDP,19.8
AZ,Globe city,19.8
AZ,Bullhead City city,19.7
AZ,Gadsden CDP,19.5
AZ,Meadview CDP,19.4
AZ,Fredonia town,19.2
AZ,Verde Village CDP,19
AZ,Hard Rock CDP,18.8
AZ,So-Hi CDP,18.8
AZ,Taylor town,18.7
AZ,Tonalea CDP,18.7
AZ,Avondale city,18.6
AZ,White Hills CDP,18.5
AZ,Show Low city,18.4
AZ,Yuma city,18.4
AZ,Chino Valley town,18.3
AZ,St. Johns city,18.3
AZ,Moccasin CDP,18.2
AZ,Prescott Valley town,18.2
AZ,Superior town,18.2
AZ,Deer Creek CDP,18.1
AZ,Eagar town,18
AZ,Oracle CDP,18
AZ,Star Valley town,18
AZ,Willcox city,18
AZ,Arizona City CDP,17.7
AZ,Ali Chukson CDP,17.6
AZ,Red Mesa CDP,17.6
AZ,Crystal Beach CDP,17.5
AZ,Lake Montezuma CDP,17.4
AZ,McNeal CDP,17.2
AZ,La Paz Valley CDP,17.1
AZ,San Manuel CDP,17.1
AZ,Thatcher town,17.1
AZ,Cane Beds CDP,16.9
AZ,Casa Grande city,16.9
AZ,Safford city,16.9
AZ,Wickenburg town,16.9
AZ,Florence town,16.8
AZ,Wikieup CDP,16.7
AZ,Truxton CDP,16.6
AZ,Mesa city,16.5
AZ,Arivaca CDP,16.4
AZ,Scenic CDP,16.2
AZ,Tucson Estates CDP,16
AZ,Turkey Creek CDP,16
AZ,Munds Park CDP,15.9
AZ,Rough Rock CDP,15.9
AZ,San Jose CDP,15.8
AZ,Utting CDP,15.8
AZ,Rio Rico CDP,15.6
AZ,Prescott city,15.5
AZ,Yarnell CDP,15.5
AZ,Parker town,15.4
AZ,Bryce CDP,15.3
AZ,Donovan Estates CDP,15.3
AZ,LeChee CDP,15.3
AZ,San Tan Valley CDP,15.3
AZ,Sierra Vista Southeast CDP,15.3
AZ,Buckeye town,14.8
AZ,Cibola CDP,14.8
AZ,Black Canyon City CDP,14.7
AZ,Willow Valley CDP,14.7
AZ,Valle Vista CDP,14.6
AZ,San Simon CDP,14.5
AZ,Page city,14.4
AZ,Dudleyville CDP,14.3
AZ,Mayer CDP,13.9
AZ,Lake Havasu City city,13.8
AZ,Dateland CDP,13.7
AZ,Why CDP,13.6
AZ,Valencia West CDP,13.4
AZ,Avra Valley CDP,13.3
AZ,Picture Rocks CDP,13.3
AZ,Elgin CDP,13
AZ,Lake of the Woods CDP,12.9
AZ,Payson town,12.7
AZ,Sierra Vista city,12.7
AZ,Wellton town,12.7
AZ,Crozier CDP,12.5
AZ,Ehrenberg CDP,12.4
AZ,Mescal CDP,12.2
AZ,Ak Chin CDP,12.1
AZ,Bluewater CDP,12.1
AZ,Dewey-Humboldt town,12.1
AZ,Elephant Head CDP,11.7
AZ,Lazy Y U CDP,11.6
AZ,Winkelman town,11.6
AZ,Roosevelt CDP,11.5
AZ,Kachina Village CDP,11.3
AZ,Morristown CDP,11.3
AZ,Brenda CDP,11
AZ,Parker Strip CDP,11
AZ,Red Rock CDP (Pinal County),11
AZ,Fortuna Foothills CDP,10.3
AZ,Pimaco Two CDP,10.3
AZ,Quartzsite town,10.1
AZ,Catalina CDP,10
AZ,Chandler city,10
AZ,Young CDP,10
AZ,Snowflake town,9.9
AZ,Sweet Water Village CDP,9.9
AZ,Wittmann CDP,9.9
AZ,Surprise city,9.8
AZ,Carefree town,9.6
AZ,Casas Adobes CDP,9.6
AZ,Cottonwood CDP,9.6
AZ,Scottsdale city,9.5
AZ,Whetstone CDP,9.5
AZ,Vicksburg CDP,9.4
AZ,Clifton town,9.2
AZ,Peoria city,9.2
AZ,Sonoita CDP,9.2
AZ,Top-of-the-World CDP,9.2
AZ,Cornville CDP,9.1
AZ,Fort Valley CDP,9.1
AZ,Fort Mohave CDP,9
AZ,Parks CDP,8.9
AZ,Goodyear city,8.8
AZ,Linden CDP,8.7
AZ,Queen Creek town,8.6
AZ,Doney Park CDP,8.4
AZ,Sun City CDP,8.4
AZ,Vail CDP,8.3
AZ,Williamson CDP,8.2
AZ,Maricopa city,8.1
AZ,New River CDP,8.1
AZ,Sedona city,8.1
AZ,Bouse CDP,8
AZ,Cactus Forest CDP,8
AZ,Wellton Hills CDP,7.9
AZ,Tubac CDP,7.8
AZ,Village of Oak Creek (Big Park) CDP,7.6
AZ,Mesquite Creek CDP,7.5
AZ,Golden Shores CDP,7.4
AZ,Paradise Valley town,7.2
AZ,Rio Verde CDP,7.1
AZ,Theba CDP,6.9
AZ,Morenci CDP,6.8
AZ,Clarkdale town,6.6
AZ,Gilbert town,6.6
AZ,Central CDP,6.4
AZ,St. David CDP,6.3
AZ,Sahuarita town,6.2
AZ,Sun Lakes CDP,6.2
AZ,Congress CDP,6.1
AZ,Catalina Foothills CDP,6
AZ,Citrus Park CDP,6
AZ,Strawberry CDP,6
AZ,Tanque Verde CDP,6
AZ,Tumacacori-Carmen CDP,6
AZ,Gold Canyon CDP,5.9
AZ,Pine CDP,5.9
AZ,Cave Creek town,5.8
AZ,Dripping Springs CDP,5.8
AZ,Fountain Hills town,5.8
AZ,Marana town,5.8
AZ,Oro Valley town,5.6
AZ,Sun City West CDP,5.4
AZ,Green Valley CDP,5.2
AZ,Litchfield Park city,5.1
AZ,Miracle Valley CDP,5
AZ,Katherine CDP,4.9
AZ,Rincon Valley CDP,4.8
AZ,Hackberry CDP,4.3
AZ,Mountainaire CDP,4
AZ,Bagdad CDP,3.6
AZ,Saddlebrooke CDP,3.6
AZ,Elfrida CDP,3.4
AZ,Anthem CDP,2.9
AZ,Queen Valley CDP,2
AZ,Round Valley CDP,1.5
AZ,Corona de Tucson CDP,1.3
AZ,Alamo Lake CDP,0
AZ,Amado CDP,0
AZ,Arlington CDP,0
AZ,Aztec CDP,0
AZ,Bear Flat CDP,0
AZ,Beaver Valley CDP,0
AZ,Buckshot CDP,0
AZ,Campo Bonito CDP,0
AZ,Chiawuli Tak CDP,0
AZ,Chuichu CDP,0
AZ,Clacks Canyon CDP,0
AZ,Comobabi CDP,0
AZ,Concho CDP,0
AZ,Copper Hill CDP,0
AZ,East Globe CDP,0
AZ,El Capitan CDP,0
AZ,Fort Apache CDP,0
AZ,Fort Thomas CDP,0
AZ,Freedom Acres CDP,0
AZ,Geronimo Estates CDP,0
AZ,Greer CDP,0
AZ,Gu Oidak CDP,0
AZ,Haigler Creek CDP,0
AZ,Kohatk CDP,0
