Geographic Area,City,percent_completed_hs
TX,Roaring Springs town,79
TX,Rosebud city,79
TX,Sierra Blanca CDP,79
TX,Garrison city,78.9
TX,Iowa Colony village,78.9
TX,Marshall city,78.9
TX,New London city,78.9
TX,White Settlement city,78.9
TX,Gruver city,78.8
TX,Ballinger city,78.7
TX,Cross Plains town,78.7
TX,Junction city,78.7
TX,Lacy-Lakeview city,78.7
TX,Rogers town,78.7
TX,San Felipe town,78.7
TX,Seven Oaks city,78.7
TX,Stamford city,78.7
TX,Edgewood town,78.6
TX,Honey Grove city,78.6
TX,Kirvin town,78.6
TX,Port Lavaca city,78.6
TX,Rotan city,78.6
TX,Humble city,78.5
TX,Bryan city,78.4
TX,Edom city,78.4
TX,Graham city,78.4
TX,Milford town,78.4
TX,Orange Grove city,78.4
TX,Riverside city,78.4
TX,Wellman city,78.4
TX,Calvert city,78.3
TX,Cuero city,78.3
TX,Kerens city,78.3
TX,Tool city,78.3
TX,Anthony town,78.2
TX,Beasley city,78.2
TX,East Bernard city,78.2
TX,Evant town,78.2
TX,Higgins city,78.2
TX,Palmhurst city,78.2
TX,Agua Dulce city,78.1
TX,Everman city,78.1
TX,Mexia city,78.1
TX,Pleasanton city,78.1
TX,Sealy city,78.1
TX,Douglassville town,78
TX,El Paso city,78
TX,Hallettsville city,78
TX,Lakeshore Gardens-Hidden Acres CDP,78
TX,Nordheim city,78
TX,Venus town,78
TX,Anson city,77.9
TX,Geronimo CDP,77.9
TX,Levelland city,77.9
TX,Throckmorton town,77.9
TX,Laguna Seca CDP,77.8
TX,Redford CDP,77.8
TX,Canadian city,77.7
TX,Cool city,77.7
TX,Crosby CDP,77.7
TX,Edinburg city,77.7
TX,Elgin city,77.7
TX,Elkhart town,77.7
TX,Kirbyville city,77.7
TX,Wills Point city,77.7
TX,Crockett city,77.6
TX,Kountze city,77.6
TX,Cleburne city,77.5
TX,Harper CDP,77.5
TX,Lytle city,77.5
TX,Santa Anna town,77.5
TX,Thornton town,77.5
TX,Trenton city,77.5
TX,Devine city,77.4
TX,Henderson city,77.4
TX,Megargel town,77.4
TX,Progreso Lakes city,77.4
TX,Refugio town,77.4
TX,Fruitvale city,77.3
TX,Kaufman city,77.2
TX,Kress city,77.2
TX,Lufkin city,77.2
TX,Monahans city,77.2
TX,Scottsville city,77.2
TX,Beckville city,77.1
TX,Hico city,77.1
TX,Iraan city,77.1
TX,Seguin city,77.1
TX,Buffalo city,77
TX,Caldwell city,77
TX,Clarksville city,77
TX,Elmo CDP,77
TX,McCamey city,77
TX,Roby city,77
TX,Rosharon CDP,77
TX,Toco city,77
TX,Athens city,76.9
TX,Burke city,76.9
TX,Carlsbad CDP,76.9
TX,Clifton city,76.9
TX,Morse CDP,76.9
TX,San Leon CDP,76.9
TX,Breckenridge city,76.8
TX,Gunter city,76.8
TX,Lincoln Park town,76.8
TX,Bay City city,76.7
TX,Daisetta city,76.7
TX,Houston city,76.7
TX,Ranger city,76.7
TX,Point city,76.6
TX,Big Spring city,76.5
TX,Somerset city,76.5
TX,Stanton city,76.5
TX,Bremond city,76.4
TX,Coyote Acres CDP,76.4
TX,Crowell city,76.4
TX,Odessa city,76.4
TX,Sweetwater city,76.4
TX,Three Rivers city,76.4
TX,Garland city,76.3
TX,Manor city,76.3
TX,Newark city,76.3
TX,Vernon city,76.3
TX,Wellington city,76.3
TX,Amaya CDP,76.2
TX,Dawson town,76.2
TX,Terrell city,76.2
TX,Bloomburg town,76.1
TX,Iola city,76.1
TX,Jacksboro city,76.1
TX,Primera town,76.1
TX,Von Ormy city,76.1
TX,Wortham town,76.1
TX,Beeville city,76
TX,Girard CDP,76
TX,Pattison city,76
TX,Elmendorf city,75.9
TX,Kemp city,75.9
TX,New Deal town,75.9
TX,Jourdanton city,75.8
TX,Lott city,75.8
TX,Pleak village,75.8
TX,Sudan city,75.8
TX,Thrall city,75.8
TX,Benavides city,75.7
TX,Chireno city,75.7
TX,Cooper city,75.7
TX,Mustang Ridge city,75.7
TX,Spearman city,75.7
TX,Alvarado city,75.6
TX,Bigfoot CDP,75.6
TX,Floresville city,75.6
TX,Goree city,75.6
TX,Baytown city,75.5
TX,Mason city,75.5
TX,Weir city,75.5
TX,Eagle Lake city,75.4
TX,Munday city,75.4
TX,Andrews city,75.3
TX,Cameron city,75.3
TX,Dublin city,75.3
TX,Hedley city,75.3
TX,Holiday Beach CDP,75.3
TX,Littlefield city,75.3
TX,Martindale city,75.3
TX,Como town,75.2
TX,Lamesa city,75.2
TX,Seadrift city,75.2
TX,Coldspring city,75.1
TX,Corsicana city,75.1
TX,Mineral Wells city,75.1
TX,Tira town,75.1
TX,Bynum town,75
TX,Camp Swift CDP,75
TX,Catarina CDP,75
TX,Combine city,75
TX,Conroe city,75
TX,Farwell city,75
TX,Marietta town,75
TX,Petronila city,75
TX,Boling CDP,74.9
TX,Clint town,74.9
TX,Groesbeck city,74.9
TX,Jayton city,74.9
TX,Shepherd city,74.9
TX,La Paloma Ranchettes CDP,74.8
TX,Onalaska city,74.8
TX,Tulia city,74.8
TX,Wells town,74.8
TX,Imperial CDP,74.7
TX,Newcastle city,74.7
TX,Porter Heights CDP,74.7
TX,Bonham city,74.6
TX,Ennis city,74.6
TX,Hughes Springs city,74.6
TX,Rosenberg city,74.6
TX,Dallas city,74.5
TX,Flowella CDP,74.5
TX,Gatesville city,74.5
TX,Giddings city,74.5
TX,Haltom City city,74.5
TX,Ingram city,74.5
TX,Log Cabin city,74.5
TX,Los Barreras CDP,74.5
TX,Madisonville city,74.5
TX,Gorman city,74.4
TX,Roscoe city,74.4
TX,Rule town,74.4
TX,Sterling City city,74.4
TX,Welch CDP,74.4
TX,Abernathy city,74.3
TX,Adrian city,74.3
TX,Big Sandy town,74.3
TX,Plainview city,74.3
TX,Richland town,74.3
TX,Bishop city,74.2
TX,Mount Enterprise city,74.2
TX,Oglesby city,74.2
TX,Pine Harbor CDP,74.2
TX,Bailey city,74.1
TX,Florence city,74.1
TX,Pettus CDP,74.1
TX,Valentine town,74.1
TX,Tye city,74
TX,Wheeler city,74
TX,Zuehl CDP,74
TX,Aspermont town,73.9
TX,Hondo city,73.8
TX,Liberty city,73.8
TX,McDade CDP,73.8
TX,Alice city,73.7
TX,Clute city,73.7
TX,Harlingen city,73.7
TX,Morgan Farm CDP,73.7
TX,Rising Star town,73.7
TX,Taft city,73.7
TX,Western Lake CDP,73.7
TX,Brady city,73.6
TX,Lometa city,73.6
TX,Easton city,73.5
TX,Edna city,73.5
TX,Hawk Cove city,73.5
TX,McAllen city,73.5
TX,Study Butte CDP,73.5
TX,Bacliff CDP,73.4
TX,Christoval CDP,73.4
TX,Sonora city,73.4
TX,Sunray city,73.4
TX,Caney City town,73.3
TX,Carrizo Springs city,73.3
TX,Dayton Lakes city,73.3
TX,Jewett city,73.3
TX,Plum Grove city,73.2
TX,Rankin city,73.2
TX,Granite Shoals city,73
TX,Groveton city,73
TX,Amherst city,72.9
TX,River Oaks city,72.9
TX,Sandy Hollow-Escondidas CDP,72.9
TX,West Livingston CDP,72.9
TX,Angus city,72.8
TX,La Ward city,72.8
TX,Bridgeport city,72.7
TX,Falfurrias city,72.7
TX,Frost city,72.7
TX,Meridian city,72.7
TX,Stratford city,72.7
TX,George West city,72.6
TX,Kingsville city,72.6
TX,Kosse town,72.6
TX,Perryton city,72.6
TX,Sanford town,72.6
TX,Strawn city,72.6
TX,Broaddus town,72.5
TX,Pilot Point city,72.5
TX,Quinlan city,72.5
TX,Luling city,72.4
TX,Fort Stockton city,72.3
TX,La Feria city,72.3
TX,Silverton city,72.3
TX,Crane city,72.2
TX,Faysville CDP,72.2
TX,Hutchins city,72.2
TX,Saline_o North CDP,72.2
TX,Seagoville city,72.2
TX,Zavalla city,72.2
TX,Freer city,72.1
TX,Nocona city,72.1
TX,Slaton city,72.1
TX,Carl's Corner town,72
TX,Lakeview town,72
TX,Pittsburg city,72
TX,Rocksprings town,72
TX,Splendora city,72
TX,Aquilla city,71.9
TX,Mission city,71.9
TX,Port Arthur city,71.9
TX,Dimmitt city,71.8
TX,Markham CDP,71.8
TX,Hebbronville CDP,71.7
TX,Lockney town,71.7
TX,Malakoff city,71.7
TX,Paducah town,71.7
TX,Cleveland city,71.6
TX,Grandfalls town,71.6
TX,Granjeno city,71.6
TX,Miles city,71.6
TX,Pasadena city,71.5
TX,Seco Mines CDP,71.5
TX,Solis CDP,71.5
TX,South La Paloma CDP,71.5
TX,Corrigan town,71.4
TX,Cut and Shoot city,71.4
TX,Hornsby Bend CDP,71.4
TX,Karnes City city,71.4
TX,Smiley city,71.4
TX,Comfort CDP,71.3
TX,Heidelberg CDP,71.3
TX,El Campo city,71.2
TX,Estelline town,71.2
TX,Menard city,71.2
TX,San Augustine city,71.2
TX,Banquete CDP,71.1
TX,La Grange city,71.1
TX,Tulsita CDP,71.1
TX,Palacios city,71
TX,Palo Blanco CDP,71
TX,Rancho Viejo CDP,71
TX,Center city,70.8
TX,Thorndale city,70.8
TX,Timpson city,70.8
TX,Trinity city,70.8
TX,Winnie CDP,70.8
TX,Colorado City city,70.6
TX,Schulenburg city,70.6
TX,Jacksonville city,70.5
TX,Seven Points city,70.5
TX,Crosbyton city,70.4
TX,Hereford city,70.4
TX,Pyote town,70.4
TX,Balmorhea city,70.2
TX,Denver City town,70.2
TX,De Leon city,70.1
TX,Eldorado city,70.1
TX,Oyster Creek city,70
TX,Beverly Hills city,69.9
TX,Diboll city,69.9
TX,Garfield CDP,69.9
TX,Hillsboro city,69.8
TX,New Home city,69.7
TX,Hackberry town,69.6
TX,La Paloma-Lost Creek CDP,69.6
TX,Ropesville city,69.6
TX,Annona town,69.5
TX,Carbon town,69.5
TX,Uvalde city,69.5
TX,Christine town,69.4
TX,Rusk city,69.4
TX,Blum town,69.3
TX,Kermit city,69.1
TX,Talco city,69
TX,Thorntonville town,69
TX,Toyah town,69
TX,C_sar Chˆvez CDP,68.9
TX,Forest Hill city,68.9
TX,Rio Hondo city,68.9
TX,Cranfills Gap city,68.8
TX,San Saba city,68.8
TX,Seminole city,68.8
TX,Bloomington CDP,68.7
TX,Hempstead city,68.7
TX,Orchard city,68.7
TX,Big Lake city,68.6
TX,Ferris city,68.6
TX,Oilton CDP,68.6
TX,Brownfield city,68.5
TX,Havana CDP,68.5
TX,Lorenzo city,68.5
TX,Wharton city,68.5
TX,Channelview CDP,68.4
TX,Navasota city,68.4
TX,Big Thicket Lake Estates CDP,68.3
TX,Las Quintas Fronterizas CDP,68.3
TX,Memphis city,68.3
TX,Yorktown city,68.3
TX,Lake Medina Shores CDP,68.2
TX,Itasca city,68.1
TX,Melvin town,68.1
TX,Pine Island town,68.1
TX,Yoakum city,68.1
TX,Eugenio Saenz CDP,68
TX,La Minita CDP,68
TX,Penelope town,67.9
TX,Gonzales city,67.8
TX,Uhland city,67.8
TX,Floydada city,67.7
TX,Anton city,67.6
TX,Dumas city,67.6
TX,Sabinal city,67.6
TX,Bartlett city,67.5
TX,West Odessa CDP,67.5
TX,Odem city,67.4
TX,Walnut Springs city,67.3
TX,Grand Saline city,67.2
TX,Comanche city,67.1
TX,Mullin town,67.1
TX,Myrtle Springs CDP,67.1
TX,Plains town,67.1
TX,Rosser village,67.1
TX,Combes town,67
TX,Hearne city,67
TX,Streetman town,66.9
TX,Olton city,66.8
TX,Lago CDP,66.7
TX,Petersburg city,66.7
TX,Regino Ramirez CDP,66.7
TX,Marlin city,66.6
TX,Natalia city,66.6
TX,Weslaco city,66.6
TX,Damon CDP,66.5
TX,Devers city,66.4
TX,Muleshoe city,66.4
TX,Westminster CDP,66.4
TX,Winters city,66.4
TX,Freeport city,66.3
TX,Laredo city,66.3
TX,Tynan CDP,66.3
TX,Browndell city,66.2
TX,Del Rio city,66.2
TX,Indian Lake town,66.2
TX,San Pedro CDP,66.2
TX,Dilley city,66.1
TX,Eagle Pass city,66.1
TX,Fort Davis CDP,66
TX,Leming CDP,66
TX,Loraine town,66
TX,Winfield city,66
TX,Ganado city,65.9
TX,Runge town,65.9
TX,Gustine town,65.8
TX,Port Isabel city,65.8
TX,Willis city,65.7
TX,Haskell city,65.6
TX,Ozona CDP,65.6
TX,Robstown city,65.6
TX,Camp Wood city,65.5
TX,Paisano Park CDP,65.4
TX,Webberville village,65.4
TX,Edroy CDP,65.3
TX,Hale Center city,65.2
TX,Morales-Sanchez CDP,65.2
TX,Pecos city,65.2
TX,San Isidro CDP,65.2
TX,Quitaque city,65.1
TX,Spur city,65.1
TX,Canutillo CDP,65
TX,Indian Springs CDP,65
TX,Sansom Park city,65
TX,Homestead Meadows North CDP,64.9
TX,Bogata city,64.8
TX,Elm Creek CDP,64.8
TX,Moore Station city,64.8
TX,Bellmead city,64.7
TX,Creedmoor city,64.7
TX,Lyford city,64.7
TX,Powell town,64.7
TX,Seagraves city,64.7
TX,Ralls city,64.5
TX,Richmond city,64.5
TX,Sinton city,64.5
TX,Tivoli CDP,64.5
TX,Perezville CDP,64.4
TX,Paint Rock town,64.3
TX,Chillicothe city,64.2
TX,Utopia CDP,64.2
TX,Brownsville city,64.1
TX,Vinton village,64.1
TX,Balch Springs city,64
TX,Mount Pleasant city,64
TX,Pearsall city,64
TX,Sammy Martinez CDP,64
TX,Premont city,63.9
TX,Poteet city,63.8
TX,Arcola city,63.7
TX,Earth city,63.7
TX,Blue Mound city,63.6
TX,La Tina Ranch CDP,63.6
TX,Skidmore CDP,63.6
TX,Blessing CDP,63.3
TX,San Diego city,63.1
TX,Rochester town,62.9
TX,Tenaha town,62.9
TX,Alamo city,62.8
TX,Garza-Salinas II CDP,62.8
TX,Falcon Mesa CDP,62.7
TX,Oak Trail Shores CDP,62.7
TX,North San Pedro CDP,62.6
TX,Placedo CDP,62.6
TX,Knippa CDP,62.4
TX,Alma town,62.3
TX,Friona city,62.2
TX,Fronton Ranchettes CDP,62.2
TX,Mentone CDP,62.2
TX,San Benito city,62.2
TX,Brookshire city,62.1
TX,Murillo CDP,62.1
TX,Pharr city,62
TX,Riviera CDP,61.9
TX,Val Verde Park CDP,61.9
TX,Gregory city,61.7
TX,Hidalgo city,61.7
TX,North Pearsall CDP,61.7
TX,Patton Village city,61.7
TX,Redfield CDP,61.7
TX,Holiday Lakes town,61.6
TX,Kenedy city,61.6
TX,Lake Bryan CDP,61.4
TX,Galena Park city,61.3
TX,Cotulla city,61.1
TX,Crystal City city,61.1
TX,Mercedes city,61.1
TX,O'Donnell city,61
TX,Donna city,60.8
TX,Van Horn town,60.8
TX,Buckholts town,60.7
TX,Bixby CDP,60.5
TX,Quintana town,60.5
TX,Green Valley Farms CDP,60.4
TX,Los Fresnos city,60.1
TX,Cloverleaf CDP,60
TX,Raymondville city,59.9
TX,Sarita CDP,59.9
TX,Olivarez CDP,59.8
TX,Rio Grande City city,59.8
TX,Redwood CDP,59.6
TX,South Point CDP,59.6
TX,Wilmer city,59.6
TX,Palmview South CDP,59.5
TX,Aguilares CDP,59.3
TX,Moulton town,59.3
TX,O'Brien city,59.3
TX,San Ygnacio CDP,59.2
TX,Linn CDP,58.8
TX,Spofford city,58.6
TX,Garrett town,58.4
TX,Brackettville city,58.2
TX,Encinal city,58
TX,Los Indios town,58
TX,Elsa city,57.9
TX,New Summerfield city,57.8
TX,Zapata CDP,57.7
TX,Morton city,57.6
TX,Rosita CDP,57.6
TX,Wilson city,57.3
TX,Driscoll city,57
TX,Monte Alto CDP,56.8
TX,La Pryor CDP,56.7
TX,North Alamo CDP,56.6
TX,Pawnee CDP,56.6
TX,Charlotte city,56.5
TX,Morgan city,56.5
TX,Flatonia town,56.4
TX,San Juan city,56
TX,Seth Ward CDP,56
TX,La Blanca CDP,55.9
TX,Santa Cruz CDP,55.9
TX,Ranchos Penitas West CDP,55.6
TX,Roma Creek CDP,55.6
TX,Socorro city,55.5
TX,Barstow city,55.4
TX,Lozano CDP,55.4
TX,Nixon city,55.3
TX,Coolidge town,55.2
TX,San Perlita city,55.1
TX,Loma Grande CDP,55
TX,McKinney Acres CDP,54.9
TX,Alton city,54.8
TX,South Houston city,54.8
TX,Pleasant Hill CDP,54.7
TX,Asherton city,54.6
TX,Big Wells city,54.5
TX,Moraida CDP,54.5
TX,Eden city,54.2
TX,Oak Island CDP,54.2
TX,Post city,54.2
TX,Tradewinds CDP,54.2
TX,Carrizo Hill CDP,54.1
TX,Hart city,53.9
TX,Concepcion CDP,53.8
TX,Colorado Acres CDP,53.7
TX,Arroyo Gardens CDP,53.6
TX,Llano Grande CDP,53.6
TX,New Falcon CDP,53.6
TX,Amargosa CDP,53.3
TX,La Villa city,53.3
TX,Delmita CDP,52.9
TX,El Socio CDP,52.9
TX,Las Palmas II CDP,52.9
TX,Novice city,52.9
TX,Victoria Vera CDP,52.9
TX,Airport Heights CDP,52.8
TX,Uvalde Estates CDP,52.8
TX,Bovina city,52.7
TX,Midway South CDP,52.6
TX,Encino CDP,52.5
TX,Realitos CDP,52.5
TX,Bardwell city,52.4
TX,Penitas city,52.2
TX,Mathis city,51.7
TX,Dell City city,51.6
TX,Mirando City CDP,51.6
TX,Alice Acres CDP,51.1
TX,Santa Maria CDP,51.1
TX,Valle Vista CDP,51.1
TX,Lopezville CDP,51
TX,Palmview city,51
TX,Sheldon CDP,50.9
TX,Homestead Meadows South CDP,50.8
TX,Sebastian CDP,50.8
TX,La Grulla city,50.7
TX,Chilton CDP,50.6
TX,Fabens CDP,50.4
TX,Casas CDP,50
TX,Garciasville CDP,50
TX,La Coma CDP,50
TX,La Escondida CDP,50
TX,Lake Meredith Estates CDP,50
TX,Lasana CDP,50
TX,Los Veteranos II CDP,50
TX,Rocky Mound town,50
TX,Santa Rosa town,50
TX,Laureles CDP,49.7
TX,Agua Dulce CDP,49.6
TX,Cockrell Hill city,49.6
TX,San Elizario city,49.4
TX,Tornillo CDP,49.2
TX,Del Sol CDP,49.1
TX,Eidson Road CDP,48.7
TX,Iglesia Antigua CDP,48.4
TX,Loop CDP,48.2
TX,Chula Vista CDP (Cameron County),48.1
TX,Manuel Garcia CDP,48.1
TX,Box Canyon CDP,48
TX,Edcouch city,47.7
TX,Progreso city,47.3
TX,Jacinto City city,47
TX,Lasara CDP,47
TX,Aldine CDP,46.9
TX,Chula Vista CDP (Zavala County),46.9
TX,Siesta Acres CDP,46.9
TX,Tierra Bonita CDP,46.9
TX,El Rancho Vela CDP,46.7
TX,Falcon Heights CDP,46.7
TX,Lago Vista CDP,46.2
TX,San Carlos CDP,46.1
TX,La Joya city,46
TX,Mobile City city,45.9
TX,El Castillo CDP,45.8
TX,La Paloma Addition CDP,45.6
TX,Fernando Salinas CDP,45.5
TX,Roma city,45.5
TX,Taft Southwest CDP,45
TX,Olmito CDP,44.7
TX,Lindsay CDP,44.1
TX,Hartley CDP,44
TX,Cienegas Terrace CDP,43.8
TX,Sullivan City city,43.6
TX,Rio Bravo city,43.5
TX,Los Ebanos CDP (Starr County),43.4
TX,Garceno CDP,43
TX,Rancho Alegre CDP,42.9
TX,La Presa CDP,42.8
TX,La Homa CDP,42.6
TX,Westway CDP,42.4
TX,Doffing CDP,42.3
TX,Midway North CDP,42.2
TX,Dodson town,41.9
TX,La Feria North CDP,41.9
TX,Villa Pancho CDP,41.5
TX,Reid Hope King CDP,41.4
TX,West Sharyland CDP,41.2
TX,Santa Rosa CDP,41.1
TX,Doolittle CDP,40.3
TX,Batesville CDP,39.9
TX,Presidio city,39.1
TX,El Chaparral CDP,39
TX,Sparks CDP,39
TX,Medina CDP,38.9
TX,Waelder city,38.9
TX,Ackerly city,38.3
TX,Fort Hancock CDP,38.3
TX,Radar Base CDP,38.3
TX,Escobares city,38.2
TX,La Paloma CDP,37.6
TX,Villa Verde CDP,37.6
TX,El Cenizo city,37.5
TX,Mila Doce CDP,37.5
TX,Muniz CDP,37.2
TX,Pueblo Nuevo CDP,36.9
TX,Siesta Shores CDP,36.9
TX,Rangerville village,36.5
TX,Encantada-Ranchito-El Calaboz CDP,35.9
TX,Laguna Heights CDP,35.7
TX,Rancho Chico CDP,35.7
TX,West Alto Bonito CDP,35.7
TX,La Loma de Falcon CDP,35.4
TX,Abram CDP,35
TX,Los Nopalitos CDP,34.8
TX,East Alto Bonito CDP,34.7
TX,Hilltop CDP (Frio County),34.1
TX,Cactus city,34
TX,Los Ebanos CDP (Hidalgo County),33.5
TX,Chula Vista CDP (Maverick County),33.4
TX,Cameron Park CDP,33.3
TX,Chapeno CDP,33.3
TX,Los Arcos CDP,33.3
TX,Moore CDP,33
TX,Nina CDP,32.9
TX,Santa Anna CDP,32.4
TX,La Puerta CDP,32.3
TX,Blue Berry Hill CDP,32.1
TX,Relampago CDP,31.8
TX,El Indio CDP,31.3
TX,Ranchitos East CDP,31.3
TX,Fabrica CDP,31
TX,Las Lomitas CDP,30.6
TX,El Refugio CDP,30.2
TX,San Juan CDP,29.4
TX,Butterfield CDP,29.2
TX,South Alamo CDP,29
TX,Las Lomas CDP,28.6
TX,Ranchitos Las Lomas CDP,28.6
TX,Falconaire CDP,28.1
TX,Ramos CDP,27.9
TX,Hilltop CDP (Starr County),27.6
TX,Mikes CDP,26.7
TX,El Cenizo CDP,26.6
TX,Indian Hills CDP,26.1
TX,B and E CDP,26
TX,Scissors CDP,25.9
TX,Pena CDP,25.3
TX,Citrus City CDP,25
TX,Sunset CDP (Starr County),25
TX,Tanquecitos South Acres CDP,24.9
TX,Saline_o CDP,24.7
TX,Hargill CDP,24.2
TX,Loma Vista CDP,24.2
TX,Coyanosa CDP,22.5
TX,Fifth Street CDP,21.8
TX,San Carlos II CDP,20.6
TX,Edgewater Estates CDP,19.6
TX,El Quiote CDP,19.6
TX,Manuel Garcia II CDP,19.6
TX,Camargito CDP,19.4
TX,Quemado CDP,18.3
TX,Sandia CDP,18
TX,San Carlos I CDP,17.7
TX,Arroyo Colorado Estates CDP,17.6
TX,Los Minerales CDP,17.2
TX,Mustang town,16.7
TX,Bluetown CDP,16.1
TX,Los Alvarez CDP,15.8
TX,Juarez CDP,15.6
TX,Flor del Rio CDP,14.9
TX,Fronton CDP,13.7
TX,Miller's Cove town,13.2
TX,Loma Linda West CDP,11.1
TX,Campo Verde CDP,9.9
TX,Olmito and Olmito CDP,8.1
TX,Mesquite CDP,7.9
TX,La Carla CDP,7.7
TX,Miguel Barrera CDP,6.3
TX,Alfred CDP,0
TX,Alto Bonito Heights CDP,0
TX,Buena Vista CDP,0
TX,Casa Blanca CDP,0
TX,Chaparrito CDP,0
TX,El Brazil CDP,0
TX,Elias-Fela Solis CDP,0
TX,Evergreen CDP,0
TX,Guadalupe Guerra CDP,0
TX,Jardin de San Julian CDP,0
TX,J.F. Villareal CDP,0
TX,La Esperanza CDP,0
TX,Laredo Ranchettes CDP,0
TX,Los Altos CDP,0
TX,Los Angeles CDP,0
TX,Los Corralitos CDP,0
TX,Mi Ranchito Estate CDP,0
TX,Netos CDP,0
TX,North Escobares CDP,0
TX,Owl Ranch CDP,0
TX,Ranchette Estates CDP,0
TX,Ratamosa CDP,0
TX,San Fernando CDP,0
TX,Tierra Dorada CDP,0
UT,Beryl Junction CDP,
UT,Bonanza CDP,
UT,Cache CDP,
UT,Clear Creek CDP,
UT,Halls Crossing CDP,
UT,Mexican Hat CDP,
UT,Oasis CDP,
UT,Alta town,100
UT,Alton town,100
UT,Boulder town,100
UT,Cove CDP,100
UT,Dammeron Valley CDP,100
UT,Dutch John CDP,100
UT,Echo CDP,100
UT,Enterprise CDP,100
UT,Flaming Gorge CDP,100
UT,Fremont CDP,100
UT,Garden CDP,100
UT,Jensen CDP,100
UT,Newcastle CDP,100
UT,Peoa CDP,100
UT,Peter CDP,100
UT,Pine Valley CDP,100
UT,Spring Lake CDP,100
UT,Summit CDP,100
UT,Sutherland CDP,100
UT,Teasdale CDP,100
UT,Thompson Springs CDP,100
UT,Woodland CDP,100
UT,Emigration Canyon CDP,99.6
UT,Mendon city,99.5
UT,Elk Ridge city,99.2
UT,Mountain Green CDP,99.2
UT,Cedar Hills city,99.1
UT,Garden City town,99
UT,Highland city,98.9
UT,Stansbury Park CDP,98.9
UT,Avon CDP,98.6
UT,Palmyra CDP,98.6
UT,West Mountain CDP,98.6
UT,Honeyville city,98.5
UT,Fruit Heights city,98.4
UT,Farmington city,98.2
UT,Lyman town,98.1
UT,Independence town,98
UT,Kaysville city,98
UT,Morgan city,98
UT,Spanish Valley CDP,98
UT,Sterling town,98
UT,West Point city,97.9
UT,Herriman city,97.8
UT,Liberty CDP,97.6
UT,Woodland Hills city,97.6
UT,Aurora city,97.5
UT,Syracuse city,97.5
UT,Alpine city,97.4
UT,Centerville city,97.4
UT,Holden town,97.4
UT,Hyde Park city,97.4
UT,Perry city,97.4
UT,Woods Cross city,97.4
UT,Uintah town,97.3
UT,Woodruff town,97.3
UT,Holladay city,97.2
UT,Kanab city,97.2
UT,Laketown town,97.2
UT,Lynndyl town,97.2
UT,Mayfield town,97.2
UT,River Heights city,97.2
UT,Bluffdale city,97.1
UT,Providence city,97.1
UT,Mapleton city,97
UT,West Bountiful city,97
UT,Cottonwood Heights city,96.9
UT,Huntsville town,96.9
UT,Draper city,96.8
UT,Lehi city,96.8
UT,Richmond city,96.7
UT,Silver Summit CDP,96.7
UT,South Jordan city,96.7
UT,Blanding city,96.6
UT,Marion CDP,96.6
UT,Saratoga Springs city,96.6
UT,Central CDP,96.5
UT,Cleveland town,96.4
UT,Elwood town,96.4
UT,Leeds town,96.4
UT,Samak CDP,96.4
UT,Wanship CDP,96.4
UT,Clawson town,96.3
UT,Glendale town,96.3
UT,Plain City city,96.3
UT,Salem city,96.3
UT,Santa Clara city,96.3
UT,Lake Shore CDP,96.2
UT,North Ogden city,96.1
UT,West Wood CDP,96.1
UT,Enoch city,96
UT,Eureka city,96
UT,Mantua town,95.9
UT,Summit Park CDP,95.9
UT,Eden CDP,95.7
UT,Paragonah town,95.7
UT,Sandy city,95.7
UT,Portage town,95.6
UT,Riverton city,95.6
UT,Springdale town,95.6
UT,Eagle Mountain city,95.5
UT,Nibley city,95.5
UT,Parowan city,95.5
UT,Lindon city,95.4
UT,Midway city,95.4
UT,Spring Glen CDP,95.4
UT,Bountiful city,95.3
UT,Castle Dale city,95.2
UT,Wallsburg town,95.2
UT,Charleston town,95
UT,Fayette town,94.9
UT,Smithfield city,94.9
UT,Pleasant Grove city,94.8
UT,Snyderville CDP,94.8
UT,Willard city,94.8
UT,Annabella town,94.7
UT,Bicknell town,94.7
UT,New Harmony town,94.7
UT,Pleasant View city,94.7
