Geographic Area,City,percent_completed_hs
TN,Tellico Plains town,69.1
TN,Tracy City town,68.5
TN,Hickory Valley town,68.4
TN,Lakewood Park CDP,68.4
TN,Morrison town,68.4
TN,Coalmont city,68.3
TN,Graysville town,68.3
TN,Lafayette city,68
TN,Gainesboro town,67.8
TN,Luttrell town,67.5
TN,Jellico city,67.4
TN,Lake City city,67
TN,Crab Orchard city,66.6
TN,Jamestown city,66.5
TN,Ducktown city,66.4
TN,Ridgely town,66.1
TN,Henry town,66
TN,Whiteville town,66
TN,Banner Hill CDP,65.9
TN,Charlotte town,65
TN,Whitwell city,64.9
TN,Vanleer town,63.6
TN,Wrigley CDP,63.5
TN,Altamont town,62.7
TN,Red Boiling Springs city,61.9
TN,Slayden town,61.7
TN,Henning town,57.5
TN,Walnut Grove CDP (Hardin County),51.4
TN,Samburg town,48.2
TN,Beersheba Springs town,45.8
TN,Fairfield CDP,34.5
TX,Amada Acres CDP,
TX,Barrera CDP,
TX,Benjamin Perez CDP,
TX,Brundage CDP,
TX,Cuevitas CDP,
TX,El Mesquite CDP,
TX,Four Points CDP,
TX,Guerra CDP,
TX,Hillside Acres CDP,
TX,Indio CDP,
TX,La Casita CDP,
TX,La Chuparosa CDP,
TX,Laredo Ranchettes West CDP,
TX,Las Haciendas CDP,
TX,Las Pilas CDP,
TX,Loma Linda East CDP (Starr County),
TX,Longoria CDP,
TX,Lope_o CDP,
TX,Los Centenarios CDP,
TX,Los Lobos CDP,
TX,Los Veteranos I CDP,
TX,Martinez CDP,
TX,Narciso Pena CDP,
TX,Northridge CDP,
TX,Olivia Lopez de Gutierrez CDP,
TX,Pablo Pena CDP,
TX,Pueblo East CDP,
TX,Quesada CDP,
TX,Rafael Pena CDP,
TX,Ranchitos del Norte CDP,
TX,Rivereno CDP,
TX,Santel CDP,
TX,Sunset Acres CDP,
TX,Tanquecitos South Acres II CDP,
TX,Thompsonville CDP,
TX,Valle Hermoso CDP,
TX,Valle Verde CDP,
TX,Airport Road Addition CDP,100
TX,Amistad CDP,100
TX,Anacua CDP,100
TX,Bonanza Hills CDP,100
TX,Botines CDP,100
TX,Boys Ranch CDP,100
TX,Corral City town,100
TX,Country Acres CDP,100
TX,Doyle CDP,100
TX,Elbert CDP,100
TX,E. Lopez CDP,100
TX,Fowlerton CDP,100
TX,Gutierrez CDP,100
TX,H. Cuellar Estates CDP,100
TX,Iago CDP,100
TX,Impact town,100
TX,Las Palmas CDP,100
TX,Laughlin AFB CDP,100
TX,La Victoria CDP,100
TX,Lipscomb CDP,100
TX,Loma Linda CDP,100
TX,Loma Linda East CDP (Jim Wells County),100
TX,Los Fresnos CDP,100
TX,Los Huisaches CDP,100
TX,Lost Creek CDP,100
TX,Port Mansfield CDP,100
TX,Ramireno CDP,100
TX,Ramirez-Perez CDP,100
TX,Samnorwood CDP,100
TX,Sandoval CDP,100
TX,Westover Hills town,100
TX,Wyldwood CDP,100
TX,Yznaga CDP,100
TX,Zarate CDP,100
TX,Serenada CDP,99.9
TX,The Hills village,99.8
TX,West Lake Hills city,99.8
TX,University Park city,99.6
TX,Annetta South town,99.5
TX,Providence Village town,99.4
TX,Fair Oaks Ranch city,99.3
TX,Rollingwood city,99.3
TX,Piney Point Village city,99.2
TX,Southside Place city,99.1
TX,Sunset Valley city,99.1
TX,West University Place city,99.1
TX,Meadowlakes city,99
TX,Pinewood Estates CDP,99
TX,Bee Cave city,98.9
TX,Lakeway city,98.9
TX,DeCordova city,98.8
TX,Garden Ridge city,98.8
TX,Jamaica Beach city,98.8
TX,Spring Valley Village city,98.8
TX,Tolar city,98.8
TX,Barton Creek CDP,98.7
TX,Cross Mountain CDP,98.7
TX,Volente village,98.7
TX,Hunters Creek Village city,98.6
TX,Randolph AFB CDP,98.6
TX,Clear Lake Shores city,98.5
TX,Fairview town,98.5
TX,San Leanna village,98.5
TX,Bunker Hill Village city,98.4
TX,Hideaway city,98.4
TX,Highland Park town,98.4
TX,Weston Lakes city,98.4
TX,Briarcliff village,98.3
TX,Colleyville city,98.3
TX,Lake Tanglewood village,98.3
TX,Southlake city,98.3
TX,Cinco Ranch CDP,98.2
TX,Gardendale CDP,98.2
TX,Mountain City city,98.2
TX,Trophy Club town,98.2
TX,Argyle city,98.1
TX,Oak Ridge North city,98.1
TX,Hill Country Village city,98
TX,Alamo Heights city,97.9
TX,Bellaire city,97.8
TX,Nazareth city,97.8
TX,Taylor Landing city,97.8
TX,Lackland AFB CDP,97.7
TX,Nesbitt town,97.7
TX,Savannah CDP,97.7
TX,Shady Hollow CDP,97.7
TX,Shavano Park city,97.7
TX,Terlingua CDP,97.7
TX,Round Mountain town,97.6
TX,Heath city,97.5
TX,Northlake town,97.5
TX,Taylor Lake Village city,97.5
TX,Highland Village city,97.3
TX,Lantana CDP,97.3
TX,Olmos Park city,97.3
TX,Port Aransas city,97.3
TX,Shady Shores town,97.3
TX,Terrell Hills city,97.3
TX,Brushy Creek CDP,97.2
TX,Callisburg city,97.2
TX,Cape Royale CDP,97.2
TX,Flower Mound town,97.1
TX,Fort Bliss CDP,97.1
TX,Ransom Canyon town,97.1
TX,Round Top town,97.1
TX,Shenandoah city,97.1
TX,The Woodlands CDP,97.1
TX,Hallsburg city,97
TX,Horseshoe Bay city,97
TX,Lamar CDP,97
TX,Point Venture village,97
TX,Prosper town,97
TX,Double Oak town,96.9
TX,Pecan Grove CDP,96.9
TX,Fort Hood CDP,96.8
TX,Highland Haven city,96.8
TX,Sienna Plantation CDP,96.8
TX,Timbercreek Canyon village,96.8
TX,Westlake town,96.8
TX,Bevil Oaks city,96.7
TX,Lucas city,96.7
TX,Scenic Oaks CDP,96.7
TX,Seabrook city,96.7
TX,South Toledo Bend CDP,96.7
TX,Bear Creek village,96.6
TX,Coppell city,96.6
TX,Gail CDP,96.6
TX,Keller city,96.5
TX,McLendon-Chisholm city,96.5
TX,Lakewood Village city,96.4
TX,Corinth city,96.3
TX,Lindsay city,96.3
TX,Melissa city,96.3
TX,Willow Park city,96.3
TX,Bulverde city,96.2
TX,Hays city,96.2
TX,Tiki Island village,96.2
TX,Wildwood CDP,96.2
TX,Paloma Creek South CDP,96.1
TX,Timberwood Park CDP,96.1
TX,Lake Kiowa CDP,96
TX,Frisco city,95.9
TX,Hebron town,95.9
TX,Manchaca CDP,95.9
TX,Woodway city,95.9
TX,Miami city,95.8
TX,Salado village,95.8
TX,Greatwood CDP,95.7
TX,Oak Point city,95.7
TX,Panorama Village city,95.7
TX,Ricardo CDP,95.7
TX,Shoreacres city,95.7
TX,Sunset CDP (Montague County),95.7
TX,Allen city,95.6
TX,Celina city,95.6
TX,Hudson Bend CDP,95.6
TX,Lake Dallas city,95.6
TX,Woodcreek city,95.6
TX,Annetta town,95.5
TX,Cedar Park city,95.5
TX,Hickory Creek town,95.5
TX,Stagecoach town,95.5
TX,Cibolo city,95.4
TX,Hallsville city,95.4
TX,Red Lick city,95.4
TX,Buda city,95.3
TX,Hedwig Village city,95.3
TX,Hollywood Park town,95.3
TX,League City city,95.3
TX,Copper Canyon town,95.2
TX,El Lago city,95.2
TX,Grey Forest city,95.2
TX,Lowry Crossing city,95.2
TX,Morgan's Point city,95.2
TX,St. Hedwig town,95.2
TX,Star Harbor city,95.2
TX,Warren CDP,95.2
TX,Brazos Bend city,95.1
TX,Brazos Country city,95.1
TX,Pottsboro town,95.1
TX,Zapata Ranch CDP,95.1
TX,Briaroaks city,95
TX,Friendswood city,95
TX,Helotes city,95
TX,Paloma Creek CDP,95
TX,Maud city,94.9
TX,Panhandle town,94.9
TX,Bedford city,94.8
TX,Channing city,94.8
TX,Emerald Bay CDP,94.8
TX,Lavon city,94.8
TX,Ovilla city,94.8
TX,Weston city,94.8
TX,Cresson city,94.7
TX,Fulshear city,94.7
TX,Jersey Village city,94.7
TX,Los Arrieros CDP,94.7
TX,Montgomery city,94.6
TX,Rancho Banquete CDP,94.6
TX,Bayou Vista city,94.5
TX,Hilltop Lakes CDP,94.5
TX,Nassau Bay city,94.5
TX,Sunrise Beach Village city,94.5
TX,Whitehouse city,94.5
TX,Mansfield city,94.4
TX,Byers city,94.3
TX,Forney city,94.3
TX,Lakeside City town,94.3
TX,Rancho Viejo town,94.3
TX,Windcrest city,94.3
TX,Krugerville city,94.2
TX,Meadows Place city,94.2
TX,Nederland city,94.2
TX,Opdyke West town,94.2
TX,Burton city,94.1
TX,Murphy city,94.1
TX,The Colony city,94.1
TX,Addison town,94
TX,Chandler city,94
TX,Hilshire Village city,94
TX,Matagorda CDP,94
TX,Runaway Bay city,94
TX,Sunnyvale town,94
TX,Annetta North town,93.9
TX,Haslet city,93.9
TX,Redwater city,93.9
TX,Deweyville CDP,93.8
TX,Domino town,93.8
TX,Golinda city,93.8
TX,Maypearl city,93.8
TX,New Berlin city,93.8
TX,Neylandville town,93.8
TX,Benbrook city,93.7
TX,Cross Roads town,93.7
TX,Aledo city,93.6
TX,College Station city,93.6
TX,Dalworthington Gardens city,93.6
TX,Fritch city,93.6
TX,Ingleside on the Bay city,93.5
TX,Plano city,93.5
TX,Surfside Beach city,93.5
TX,Central Gardens CDP,93.4
TX,Copperas Cove city,93.4
TX,Port Neches city,93.4
TX,Appleby city,93.3
TX,Fayetteville city,93.3
TX,Goldsmith city,93.3
TX,Muenster city,93.3
TX,Cumings CDP,93.2
TX,Grapevine city,93.2
TX,Hillcrest village,93.2
TX,Leona city,93.2
TX,Nash city,93.2
TX,Hewitt city,93.1
TX,Missouri City city,93.1
TX,Pearland city,93.1
TX,Van Alstyne city,93.1
TX,Hutto city,93
TX,Lolita CDP,93
TX,Palm Valley city,93
TX,Sadler city,93
TX,Bishop Hills town,92.9
TX,Cove city,92.9
TX,Lake Jackson city,92.9
TX,Navarro town,92.9
TX,Pflugerville city,92.9
TX,Holly Lake Ranch CDP,92.8
TX,Sugar Land city,92.8
TX,Wylie city,92.8
TX,Buffalo Springs village,92.7
TX,Fate city,92.6
TX,Lakehills CDP,92.6
TX,Schertz city,92.6
TX,Texhoma city,92.6
TX,White Oak city,92.6
TX,Georgetown city,92.5
TX,Mont Belvieu city,92.5
TX,Parker city,92.5
TX,Sam Rayburn CDP,92.5
TX,Tierra Grande CDP,92.5
TX,Tuscola city,92.5
TX,Wells Branch CDP,92.5
TX,Abbott city,92.4
TX,Bartonville town,92.4
TX,Hudson Oaks city,92.4
TX,Lake Cherokee CDP,92.4
TX,Sachse city,92.4
TX,Enchanted Oaks town,92.3
TX,Burleson city,92.2
TX,Canyon Lake CDP,92.2
TX,McKinney city,92.2
TX,Midlothian city,92.2
TX,Pecan Acres CDP,92.2
TX,Richardson city,92.2
TX,Bayview town,92.1
TX,Dorchester city,92.1
TX,Kemah city,92.1
TX,Kendleton city,92.1
TX,Leon Valley city,92.1
TX,North Richland Hills city,92.1
TX,Roman Forest town,92.1
TX,Saginaw city,92.1
TX,Atascocita CDP,92
TX,Edgecliff Village town,92
TX,Eureka city,92
TX,Robinson city,91.9
TX,Santa Fe city,91.9
TX,Sweeny city,91.9
TX,Live Oak city,91.8
TX,Potosi CDP,91.8
TX,Simonton city,91.8
TX,Cedar Hill city,91.7
TX,Harker Heights city,91.7
TX,Nevada city,91.7
TX,Driftwood CDP,91.6
TX,Killeen city,91.6
TX,Lakeside town (Tarrant County),91.6
TX,Rockwall city,91.6
TX,Rose Hill Acres city,91.6
TX,Callender Lake CDP,91.5
TX,Lago Vista city,91.5
TX,Lake Colorado City CDP,91.5
TX,Pantego town,91.5
TX,Sanger city,91.4
TX,Wimberley city,91.4
TX,Crawford town,91.3
TX,Selma city,91.3
TX,Staples city,91.3
TX,Tom Bean city,91.3
TX,Caddo Mills city,91.2
TX,Fannett CDP,91.2
TX,Krum city,91.2
TX,Lipan city,91.1
TX,Pecan Gap city,91.1
TX,Quail Creek CDP,91.1
TX,Universal City city,91.1
TX,Jolly city,91
TX,Oak Leaf city,91
TX,Powderly CDP,91
TX,Roanoke city,91
TX,Wake Village city,91
TX,Bullard town,90.9
TX,China Grove town,90.9
TX,Jonestown city,90.9
TX,Los Ybanez city,90.9
TX,Pecan Hill city,90.9
TX,Richland Springs town,90.9
TX,Wild Peach Village CDP,90.9
TX,Leander city,90.8
TX,Colmesneil city,90.7
TX,Del Mar Heights CDP,90.7
TX,Kurten town,90.7
TX,Oak Grove town,90.7
TX,Alvord town,90.6
TX,Emhouse town,90.6
TX,Pecan Plantation CDP,90.6
TX,Riesel city,90.6
TX,Sanctuary town,90.6
TX,DeSoto city,90.5
TX,Milam CDP,90.5
TX,Mobeetie city,90.5
TX,Round Rock city,90.5
TX,Cross Timber town,90.4
TX,Holliday city,90.4
TX,Lovelady city,90.4
TX,Rowlett city,90.4
TX,Spring CDP,90.4
TX,Canyon city,90.3
TX,Euless city,90.3
TX,Iowa Park city,90.2
TX,Union Valley city,90.2
TX,White Deer town,90.2
TX,Inez CDP,90.1
TX,St. Paul town,90.1
TX,Woodloch town,90.1
TX,Hawkins city,90
TX,Little Elm city,90
TX,Windom town,90
TX,Morgan's Point Resort city,89.9
TX,Portland city,89.9
TX,Boerne city,89.8
TX,Cashion Community city,89.8
TX,Knollwood city,89.8
TX,Laguna Vista town,89.8
TX,New Territory CDP,89.8
TX,Ames city,89.7
TX,Bridge City city,89.7
TX,Omaha city,89.7
TX,Cottonwood city,89.6
TX,Justin city,89.6
TX,Springtown city,89.6
TX,Talty town,89.6
TX,Vidor city,89.6
TX,Fredericksburg city,89.5
TX,Glidden CDP,89.5
TX,Kempner city,89.5
TX,Burkburnett city,89.3
TX,Castle Hills city,89.3
TX,Henrietta city,89.3
TX,Spade CDP,89.3
TX,Weatherford city,89.3
TX,Beach City city,89.2
TX,Bonney village,89.2
TX,Point Comfort city,89.2
TX,Rendon CDP,89.2
TX,Richwood city,89.2
TX,Santa Monica CDP,89.2
TX,Sour Lake city,89.2
TX,Bertram city,89.1
TX,Dean city,89.1
TX,Early city,89.1
TX,Goodlow city,89.1
TX,Groom town,89.1
TX,Lumberton city,89.1
TX,Poynor town,89.1
TX,Shallowater city,89.1
TX,Granbury city,89
TX,Palisades village,89
TX,Hamlin city,88.9
TX,Liberty City CDP,88.9
TX,Lorena city,88.9
TX,New Hope town,88.9
TX,Reno city (Lamar County),88.9
TX,Blooming Grove town,88.8
TX,Clyde city,88.8
TX,Crowley city,88.8
TX,Denton city,88.8
TX,Jefferson city,88.8
TX,New Braunfels city,88.8
TX,Tomball city,88.8
TX,Tuleta CDP,88.8
TX,Johnson City city,88.7
TX,Lone Oak city,88.7
TX,Marquez city,88.6
TX,Ponder town,88.6
TX,Brazoria city,88.5
TX,Crandall city,88.3
TX,Edmonson town,88.3
TX,Wink city,88.3
TX,Fort Clark Springs CDP,88.2
TX,Groves city,88.2
TX,Lake View CDP,88.2
TX,McQueeney CDP,88.2
TX,Stephenville city,88.2
TX,Wixon Valley city,88.2
TX,Cedar Point CDP,88.1
TX,Coahoma town,88.1
TX,Rhome city,88.1
TX,Skellytown town,88.1
TX,Todd Mission city,88.1
TX,Albany city,88
TX,Anna city,88
TX,Bristol CDP,88
TX,Grays Prairie village,88
TX,Iredell city,88
TX,Pine Forest city,88
TX,Tioga town,88
TX,Watauga city,88
TX,Gordon city,87.9
TX,Ivanhoe city,87.9
TX,La Porte city,87.9
TX,Mertens town,87.9
TX,South Padre Island town,87.9
TX,Stonewall CDP,87.9
TX,Temple city,87.9
TX,Collinsville town,87.8
TX,Gholson city,87.8
TX,Noonday city,87.8
TX,Oak Ridge town (Kaufman County),87.8
TX,Putnam town,87.8
TX,Santa Clara city,87.8
TX,Bolivar Peninsula CDP,87.7
TX,Buffalo Gap town,87.7
TX,Forsan city,87.7
TX,Lake Dunlap CDP,87.7
TX,Leroy city,87.7
TX,Nome city,87.7
TX,Rockport city,87.7
TX,Royse City city,87.7
TX,Scurry town,87.7
TX,Bellville city,87.6
TX,Campbell city,87.6
TX,Childress city,87.6
TX,Claude city,87.6
TX,Glenn Heights city,87.6
TX,Malone town,87.6
TX,Warren City city,87.6
TX,Austin city,87.5
TX,Barry city,87.5
TX,Cushing city,87.5
TX,Hungerford CDP,87.5
TX,Orange city,87.5
TX,Ore City city,87.5
TX,Woodville town,87.5
TX,Celeste city,87.4
TX,Converse city,87.4
TX,Lewisville city,87.4
TX,Louise CDP,87.4
TX,Seymour city,87.4
TX,Shadybrook CDP,87.4
TX,Texarkana city,87.4
TX,Cumby city,87.3
TX,Buchanan Dam CDP,87.2
TX,Manvel city,87.2
TX,Uncertain city,87.2
TX,Waxahachie city,87.2
TX,Westwood Shores CDP,87.2
TX,Westworth Village city,87.2
TX,Bayside town,87.1
TX,Lefors town,87.1
TX,Pinehurst city,87.1
TX,Archer City city,87
TX,Briar CDP,87
TX,Danbury city,87
TX,Fairfield city,87
TX,Hubbard city,87
TX,Quitman city,87
TX,Aubrey city,86.9
TX,Evadale CDP,86.9
TX,Jarrell city,86.9
TX,Lexington town,86.9
TX,Lindale city,86.9
TX,Paradise city,86.9
TX,Wallis city,86.9
TX,Woodson town,86.9
TX,Detroit town,86.8
TX,New Chapel Hill city,86.8
TX,Trent town,86.8
TX,Falcon Village CDP,86.7
TX,Ingleside city,86.7
TX,Pineland city,86.7
TX,Quail CDP,86.7
TX,Guthrie CDP,86.6
TX,Kyle city,86.6
TX,Millican town,86.6
TX,Stowell CDP,86.6
TX,China city,86.5
TX,Deer Park city,86.5
TX,Travis Ranch CDP,86.5
TX,Wolfforth city,86.5
TX,Alpine city,86.4
TX,Lake Brownwood CDP,86.4
TX,Darrouzett town,86.3
TX,Roxton city,86.3
TX,Baird city,86.2
TX,Bells town,86.2
TX,Brookside Village city,86.2
TX,Lakeport city,86.2
TX,Mauriceville CDP,86.2
TX,Lancaster city,86.1
TX,Leary city,86.1
TX,Murchison city,86.1
TX,Rockdale city,86.1
TX,Smyer town,86.1
TX,Thunderbird Bay CDP,86.1
TX,Tierra Verde CDP,86.1
TX,West Columbia city,86.1
TX,Bruceville-Eddy city,86
TX,Clarksville City city,86
TX,Azle city,85.9
TX,Josephine city,85.9
TX,K-Bar Ranch CDP,85.9
TX,Kilgore city,85.9
TX,La Rosita CDP,85.9
TX,Boyd town,85.8
TX,Denison city,85.8
TX,Nocona Hills CDP,85.8
TX,Reno city (Parker and Tarrant Counties),85.8
TX,Tatum city,85.8
TX,Kerrville city,85.7
TX,Port O'Connor CDP,85.7
TX,San Marcos city,85.7
TX,Valley Mills city,85.7
TX,Kennard city,85.6
TX,Tehuacana town,85.6
TX,Van city,85.6
TX,Blanket town,85.5
TX,De Kalb city,85.5
TX,Hurst city,85.5
TX,Aurora city,85.4
TX,Oakwood town,85.4
TX,Princeton city,85.4
TX,Stafford city,85.4
TX,Carrollton city,85.3
TX,Lubbock city,85.3
TX,New Boston city,85.3
TX,Robert Lee city,85.3
TX,Scotland city,85.3
TX,Wichita Falls city,85.3
TX,Arp city,85.2
TX,Atlanta city,85.2
TX,Coffee City town,85.2
TX,Lawn town,85.2
TX,Nacogdoches city,85.2
TX,Oak Valley town,85.2
TX,Vanderbilt CDP,85.2
TX,Weinert city,85.2
TX,Bandera city,85
TX,Hull CDP,85
TX,Needville city,85
TX,Beaumont city,84.9
TX,Brownsboro city,84.9
TX,Coyote Flats city,84.9
TX,Falcon Lake Estates CDP,84.9
TX,Normanna CDP,84.9
TX,Union Grove city,84.9
TX,Avery town,84.8
TX,Coupland city,84.8
TX,Howe town,84.8
TX,Mart city,84.8
TX,Silsbee city,84.8
TX,Arlington city,84.7
TX,Bailey's Prairie village,84.7
TX,Dodd City town,84.7
TX,Electra city,84.7
TX,Fulton town,84.7
TX,Hitchcock city,84.7
TX,Liberty Hill city,84.7
TX,Liverpool city,84.7
TX,Oakhurst CDP,84.7
TX,Old River-Winfree city,84.7
TX,Sherman city,84.7
TX,Hooks city,84.6
TX,Overton city,84.6
TX,Tahoka city,84.6
TX,Blue Ridge city,84.5
TX,Decatur city,84.5
TX,Hermleigh CDP,84.5
TX,Horizon City city,84.5
TX,Spring Gardens CDP,84.5
TX,Trinidad city,84.5
TX,Blackwell city,84.4
TX,Deport city,84.4
TX,Joaquin city,84.4
TX,Naples city,84.4
TX,Ravenna city,84.4
TX,Retreat town,84.4
TX,Sherwood Shores CDP,84.4
TX,Queen City city,84.3
TX,Vega city,84.3
TX,Whitney town,84.3
TX,Grape Creek CDP,84.2
TX,Latexo city,84.2
TX,New Waverly city,84.2
TX,Red Oak city,84.2
TX,Wickett town,84.2
TX,Katy city,84.1
TX,Orason CDP,84.1
TX,Paris city,84.1
TX,Westdale CDP,84.1
TX,Benjamin city,84
TX,Godley city,84
TX,Little River-Academy city,84
TX,Magnolia city,84
TX,Bedias city,83.9
TX,Brownwood city,83.9
TX,East Mountain city,83.9
TX,Newton city,83.9
TX,Berryville town,83.8
TX,Dayton city,83.8
TX,Grapeland city,83.8
TX,Highlands CDP,83.8
TX,Point Blank city,83.8
TX,Laguna Park CDP,83.7
TX,Franklin city,83.6
TX,Pleasant Valley town,83.6
TX,St. Jo city,83.6
TX,Tyler city,83.6
TX,Whitesboro city,83.6
TX,Abilene city,83.5
TX,Italy town,83.5
TX,Longview city,83.5
TX,Webster city,83.5
TX,Amarillo city,83.4
TX,Clarendon city,83.4
TX,Kennedale city,83.4
TX,West city,83.4
TX,Duncanville city,83.3
TX,Frankston town,83.3
TX,La Marque city,83.3
TX,La Vernia city,83.3
TX,Sundown city,83.3
TX,Yantis town,83.3
TX,Alba town,83.2
TX,Brenham city,83.2
TX,Bruni CDP,83.2
TX,Kenefick town,83.2
TX,Kingsland CDP,83.2
TX,Lake Bridgeport city,83.2
TX,Livingston town,83.2
TX,Marble Falls city,83.2
TX,Marfa city,83.2
TX,Mertzon city,83.2
TX,Savoy city,83.2
TX,Teague city,83.2
TX,Woodsboro town,83.2
TX,Alto town,83.1
TX,Bastrop city,83.1
TX,Bowie city,83.1
TX,China Spring CDP,83.1
TX,Perrin CDP,83.1
TX,Weimar city,83.1
TX,Westbrook city,83.1
TX,Winona town,83.1
TX,Alvin city,83
TX,Anderson city,83
TX,Avinger town,83
TX,Castroville city,83
TX,Lampasas city,83
TX,Midland city,83
TX,Millsap town,83
TX,Redland CDP,83
TX,Sand Springs CDP,83
TX,Villarreal CDP,83
TX,Austwell city,82.9
TX,Chester town,82.9
TX,Cottonwood Shores city,82.9
TX,Niederwald city,82.9
TX,San Angelo city,82.9
TX,Whiteface town,82.9
TX,Blanco city,82.8
TX,Falman CDP,82.8
TX,Farmers Branch city,82.8
TX,Joshua city,82.8
TX,Richland Hills city,82.8
TX,Canton city,82.7
TX,Jones Creek village,82.7
TX,McLean town,82.7
TX,Villa del Sol CDP,82.7
TX,Garden City CDP,82.6
TX,Prado Verde CDP,82.6
TX,Cantu Addition CDP,82.5
TX,Graford city,82.5
TX,Huxley city,82.5
TX,Lakeside town (San Patricio County),82.5
TX,Mingus city,82.5
TX,Wolfe City city,82.5
TX,Gary City town,82.4
TX,Payne Springs town,82.4
TX,Petrolia city,82.4
TX,San Patricio city,82.4
TX,Happy town,82.3
TX,Linden city,82.3
TX,Matador town,82.3
TX,Winnsboro city,82.3
TX,Balcones Heights city,82.2
TX,Barrett CDP,82.2
TX,Covington city,82.2
TX,Eustace city,82.2
TX,LaCoste city,82.2
TX,Woodbranch city,82.2
TX,Cuney town,82.1
TX,Glen Rose city,82.1
TX,Goliad city,82.1
TX,Keene city,82.1
TX,Leonard city,82.1
TX,Quanah city,82.1
TX,South Mountain town,82.1
TX,Texas City city,82.1
TX,Dripping Springs city,82
TX,Mount Calm city,82
TX,Stinnett city,82
TX,Sun Valley city,82
TX,Texline town,82
TX,Anahuac city,81.9
TX,Galveston city,81.9
TX,Mildred town,81.9
TX,Fresno CDP,81.8
TX,Leakey city,81.8
TX,Carthage city,81.7
TX,Horseshoe Bend CDP,81.7
TX,Huntsville city,81.7
TX,Ladonia town,81.7
TX,Palestine city,81.7
TX,Troy city,81.7
TX,Eastland city,81.6
TX,Mabank town,81.6
TX,Mount Vernon town,81.6
TX,Belton city,81.5
TX,DISH town,81.5
TX,Nolanville city,81.5
TX,Post Oak Bend City town,81.5
TX,Shiner city,81.5
TX,South Fork Estates CDP,81.5
TX,Bronte town,81.4
TX,Corpus Christi city,81.4
TX,Dickinson city,81.4
TX,Emory city,81.4
TX,Knox City town,81.4
TX,Ross city,81.4
TX,San Antonio city,81.4
TX,Thompsons town,81.4
TX,Idalou city,81.3
TX,Kirby city,81.3
TX,Valley View city,81.3
TX,Victoria city,81.3
TX,Waskom city,81.3
TX,Borger city,81.2
TX,Burnet city,81.2
TX,Chico city,81.2
TX,D'Hanis CDP,81.2
TX,Lake City town,81.2
TX,Marathon CDP,81.2
TX,Shamrock city,81.2
TX,Gladewater city,81.1
TX,Hudson city,81.1
TX,McGregor city,81.1
TX,Montague CDP,81.1
TX,Rio Vista city,81.1
TX,Smithville city,81.1
TX,West Orange city,81.1
TX,Bellevue city,81
TX,Hardin city,81
TX,Waller city,81
TX,Windthorst town,81
TX,Follett city,80.9
TX,Goldthwaite city,80.9
TX,Industry city,80.9
TX,Mineola city,80.9
TX,Moran city,80.9
TX,Falls City city,80.8
TX,Fort Worth city,80.8
TX,Gilmer city,80.8
TX,Milano city,80.8
TX,North Cleveland city,80.8
TX,Cisco city,80.7
TX,Columbus city,80.7
TX,Four Corners CDP,80.7
TX,Mesquite city,80.7
TX,Palo Pinto CDP,80.7
TX,Prairie View city,80.7
TX,Sanderson CDP,80.6
TX,Sulphur Springs city,80.6
TX,Ector city,80.5
TX,Llano city,80.5
TX,Lueders city,80.5
TX,Meadow town,80.5
TX,Reklaw city,80.5
TX,Rice city,80.5
TX,Troup city,80.5
TX,Dickens city,80.4
TX,Grandview city,80.4
TX,Gun Barrel City city,80.4
TX,Lake Worth city,80.4
TX,Preston CDP,80.4
TX,Stockdale city,80.4
TX,Circle D-KC Estates CDP,80.3
TX,Holland town,80.3
TX,Marion city,80.3
TX,Mission Bend CDP,80.3
TX,Moody city,80.3
TX,Springlake town,80.3
TX,Van Vleck CDP,80.3
TX,Whitewright town,80.3
TX,Buchanan Lake Village CDP,80.2
TX,Kingsbury CDP,80.2
TX,Palmer town,80.2
TX,Sandy Point city,80.2
TX,Snyder city,80.2
TX,Blossom city,80.1
TX,Buna CDP,80.1
TX,Howardwick city,80.1
TX,Midway city,80.1
TX,New Fairview city,80.1
TX,Rose City city,80.1
TX,Snook city,80.1
TX,Turkey city,80.1
TX,Booker town,80
TX,Greenville city,80
TX,Merkel town,80
TX,Angleton city,79.9
TX,Canyon Creek CDP,79.9
TX,Coleman city,79.9
TX,Fairchilds village,79.9
TX,Grand Prairie city,79.9
TX,Tilden CDP,79.9
TX,Lockhart city,79.8
TX,Morning Glory CDP,79.8
TX,Olney city,79.8
TX,Goodrich city,79.7
TX,Granger city,79.7
TX,Irving city,79.7
TX,Pampa city,79.7
TX,Pinehurst CDP,79.7
TX,Somerville city,79.7
TX,Bryson city,79.6
TX,Daingerfield city,79.6
TX,East Tawakoni city,79.6
TX,Normangee town,79.6
TX,Pelican Bay city,79.6
TX,Gainesville city,79.5
TX,Hamilton city,79.5
TX,Lone Star city,79.5
TX,Centerville city,79.4
TX,Gallatin city,79.4
TX,Hemphill city,79.4
TX,Huntington city,79.4
TX,Taylor city,79.4
TX,Bangs city,79.3
TX,El Camino Angosto CDP,79.3
TX,Hawley city,79.3
TX,Southmayd city,79.3
TX,West Tawakoni city,79.3
TX,Carmine city,79.2
TX,Jasper city,79.2
TX,Waco city,79.2
TX,Farmersville city,79.1
TX,Oak Ridge town (Cooke County),79.1
TX,Poth town,79.1
TX,St. Paul CDP,79.1
TX,Aransas Pass city,79
TX,Commerce city,79
TX,Dalhart city,79
TX,Macdona CDP,79
